Old_names,Old_logfoldchanges,Old_pvals,Old_pvals_adj,Young_names,Young_logfoldchanges,Young_pvals,Young_pvals_adj
Orc5,,0.6345903256535621,0.9990291469049655,Cstb,,0.17678724686583858,0.5677929002400488
Dnm3os,,0.6342474396628326,0.9990291469049655,Alpk3,,0.17607051034825194,0.566726955183436
Wif1,,0.6325696148867237,0.9990291469049655,Mrps22,,0.17490010786743038,0.5634230635334341
Mmrn1,,0.6322193217312557,0.9990291469049655,Zfp358,,0.1737897635049398,0.5603073594384962
Prom1,,0.6318258323636974,0.9990291469049655,Tefm,,0.17350120437347172,0.5603073594384962
Fn1,,0.6317904234335185,0.9990291469049655,Ntpcr,,0.1730263008421301,0.5601529706336619
Chn1,,0.6310706251380371,0.9990291469049655,Polr3c,,0.17207072520944156,0.5575205450908561
Trim39,,0.630818974924765,0.9990291469049655,Tgfbi,,0.1715259626769412,0.5566771292848656
Brca2,,0.6304494412853874,0.9990291469049655,Ccl7,,0.17113294228124332,0.5558625195757563
Mark1,,0.6302057569070374,0.9990291469049655,Borcs5,,0.16993039335688032,0.552874114379742
Sorcs1,,0.629266769541768,0.9990291469049655,Taz,,0.16939415003296976,0.5520472133464143
Kif1a,,0.6289368910777116,0.9990291469049655,Pex11a,,0.16813931644812685,0.5484144038149737
Ntrk2,,0.6288544330298402,0.9990291469049655,Smad3,,0.1672703656181228,0.5460352051954401
Dkk2,,0.6277828999531982,0.9990291469049655,C030006K11Rik,,0.16725846235976294,0.5460352051954401
Tagln,,0.6274651233208575,0.9990291469049655,Dand5,,0.16619823475675222,0.5448072787587338
Gm20300,,0.6272062452871896,0.9990291469049655,Pi16,,0.1660730391923113,0.5448072787587338
Eps8l2,,0.6265749323469298,0.9990291469049655,Rpp30,,0.16561178256317233,0.5437957356982018
Rapgef4,,0.6252073735033213,0.9990291469049655,Aen,,0.16500164027755027,0.542702873988514
Gm15655,,0.6249958891828808,0.9990291469049655,Asb14,,0.16455774279972546,0.5417201879682262
Camta2,,0.6243733646737062,0.9990291469049655,1500009L16Rik,,0.16429418511366434,0.5417201879682262
Abcb10,,0.6240954685677895,0.9990291469049655,Rab3a,,0.16410468760602426,0.5415731427402858
Mycbp,,0.6239232780978887,0.9990291469049655,Dact2,,0.16392707860980293,0.5414435322183702
Rpap2,,0.6231760531727063,0.9990291469049655,Wdtc1,,0.16346363329450952,0.5403688012793161
Klhl6,,0.622116519991637,0.9990291469049655,Sgca,,0.1629394788891344,0.5390913950736028
Ccdc138,,0.6211827469594822,0.9990291469049655,Amacr,,0.16257132836846333,0.5387842330517912
Thrsp,,0.6207180412574034,0.9990291469049655,Cdkn2b,,0.16210081252800657,0.5376801527412014
Fbxl2,,0.6196603268214583,0.9990291469049655,Thop1,,0.16145242775749302,0.5359837169150362
Gjc3,,0.6195315813335378,0.9990291469049655,Ifit2,,0.16071688123426386,0.533994798939651
2310033P09Rik,,0.61858390584596,0.9990291469049655,Capn3,,0.1606822327192744,0.533994798939651
Rac3,,0.614737347165,0.9990291469049655,Gfpt2,,0.1606162511635122,0.533994798939651
Gpkow,,0.6145079772027786,0.9990291469049655,Hist1h4i,,0.16039041948601163,0.533994798939651
Cda,,0.6117390850333699,0.9990291469049655,Tbc1d7,,0.16032452851684686,0.533994798939651
Lhx6,,0.6117352054749416,0.9990291469049655,Dennd4b,,0.15980635197168458,0.5332327891024496
Lrrc36,,0.6110254297438645,0.9990291469049655,Wfdc17,,0.15959943633885676,0.5329967524149192
Usp20,,0.6090221918618791,0.9990291469049655,Synpo2l,,0.1587329299627538,0.5322625040735018
Plp1,,0.6088944248849579,0.9990291469049655,Smco1,,0.15851726902725793,0.5321068533213443
Itga7,,0.6087511851898533,0.9990291469049655,Ccdc43,,0.15832956348250804,0.5319329712193446
Grk3,,0.6083989568022222,0.9990291469049655,Oasl1,,0.1582512666227378,0.5319329712193446
Rem1,,0.6073002788803268,0.9990291469049655,Clybl,,0.15618706759962067,0.526996709124927
Gm16973,,0.6072500084899721,0.9990291469049655,Twf2,,0.15602727135787187,0.5269117688478951
Inhba,,0.6071069413943101,0.9990291469049655,Laptm5,,0.15598048585513752,0.5269117688478951
Whamm,,0.6065696076582666,0.9990291469049655,Tmem246,,0.15595951649916687,0.5269117688478951
Eml2,,0.6062759035962404,0.9990291469049655,Nat9,,0.15585953822699092,0.5269117688478951
Cecr2,,0.6052831916816586,0.9990291469049655,Hmbs,,0.1547196939029806,0.5256709044585642
5730455P16Rik,,0.6051055847128735,0.9990291469049655,Gm5860,,0.15333763985907065,0.5214279082609926
Smco3,,0.6047311422563733,0.9990291469049655,Lrrc30,,0.15321984367894795,0.5214279082609926
Col23a1,,0.6039825693186607,0.9990291469049655,Mrpl49,,0.1528430407162188,0.5206507061473284
Cadm4,,0.6038012766695274,0.9990291469049655,Ufsp2,,0.1521421952002736,0.5187147665626053
Lst1,,0.6036624307535519,0.9990291469049655,Gstk1,,0.15176741145239223,0.5182763720290072
Slc22a23,,0.6028219483208983,0.9990291469049655,Dnajc21,,0.14982109985859796,0.5139349560443054
Zswim1,,0.6019858448372555,0.9990291469049655,Klhl30,,0.14806590505512443,0.5092530337308937
Rrnad1,,0.6016469288886289,0.9990291469049655,Eif2b2,,0.14804885135643053,0.5092530337308937
Chad,,0.6014390003626766,0.9990291469049655,Ttc33,,0.14688038918045898,0.5060650028629546
Atmin,,0.6010155425986502,0.9990291469049655,Tia1,,0.1465893785676344,0.5055073371927058
Fxyd6,,0.6001305663236002,0.9990291469049655,Gpnmb,,0.1461605978634985,0.5044731746364489
Exoc3l,,0.5979629497608707,0.9990291469049655,Osr2,,0.14493186483465922,0.501116006150933
D830030K20Rik,,0.5970147775776952,0.9990291469049655,A430046D13Rik,,0.14439574339995792,0.5005889633901109
Trpc3,,0.596753862443822,0.9990291469049655,Tmem182,,0.14436228634639006,0.5005889633901109
Afg3l1,,0.5959292518545665,0.9990291469049655,Myo18b,,0.1440386684154603,0.5002372210985907
E130114P18Rik,,0.5925786497676748,0.9990291469049655,Mpi,,0.14271960700102754,0.497865010518736
Tmem173,,0.5920930526310948,0.9990291469049655,Gm16062,,0.14266987108440657,0.497865010518736
Hcn1,,0.5914624316526722,0.9990291469049655,Fam213a,,0.14264877501839363,0.497865010518736
Procr,,0.5886723093386341,0.9990291469049655,Pak1,,0.1422784775776114,0.497865010518736
Esm1,,0.588615120177502,0.9990291469049655,Ankrd2,,0.14109579541484027,0.495290532066085
Nr2f2,,0.588470252454252,0.9990291469049655,Asrgl1,,0.14040827918758492,0.49420683879515054
Bcl2l13,,0.5881653216231315,0.9990291469049655,Has1,,0.1401301308561673,0.49367176613054803
2810006K23Rik,,0.5880166943270277,0.9990291469049655,Sln,,0.13956325244237996,0.4921176306842118
Flt4,,0.5873537995739923,0.9990291469049655,Rilpl1,,0.13875459363304105,0.4917570429678819
Sema3b,,0.58609753640585,0.9990291469049655,Fyb,,0.13871624650567219,0.4917570429678819
Golm1,,0.5853824048494798,0.9990291469049655,Smim27,,0.13826260143836072,0.4911646693853076
Cep76,,0.5846638781881146,0.9990291469049655,Apip,,0.1376311789807192,0.4897167586641226
Impa1,,0.5811721595110878,0.9990291469049655,Scly,,0.13645362115747203,0.48641117778719994
Ccnd1,,0.58066439824107,0.9990291469049655,Atpaf2,,0.13617571505187,0.485863034378322
Ppp1r14a,,0.5792558823225968,0.9990291469049655,Mir133a-1hg,,0.13601005273503927,0.48575623033049564
D10Wsu102e,,0.5779963954856793,0.9990291469049655,Mettl21c,,0.13553862391419097,0.4853597200367278
Rps6ka2,,0.5775579580846539,0.9990291469049655,Supt3,,0.13501645598100778,0.483932608708484
Ibtk,,0.5773161286306483,0.9990291469049655,Hax1,,0.13499190473593126,0.483932608708484
Angptl4,,0.5752549626234587,0.997584370273911,Spryd7,,0.1349168282258585,0.483932608708484
Art3,,0.5743312123310058,0.9966593344543573,Gtf3c6,,0.13460243556500817,0.4837777160711129
Zfp185,,0.573988284019212,0.9966593344543573,Lsm12,,0.13430730807372457,0.48360515529030174
Rdh10,,0.573984516115044,0.9966593344543573,Bckdk,,0.13350938352058342,0.48206247887413606
Lin7a,,0.5735663515963693,0.9966593344543573,Adsl,,0.13308894462398996,0.48098811565863037
Ttyh1,,0.5725121642292037,0.9966593344543573,F3,,0.1327835559235648,0.4803279462891245
Anxa8,,0.5723465899004208,0.9966593344543573,Oxld1,,0.13229805336702394,0.4793748596733634
Usp28,,0.5712746709852103,0.9966593344543573,Cxcl2,,0.13121529233666523,0.4764161912854432
Dkc1,,0.5693100944690828,0.9956567067703261,Dhps,,0.1309174716664804,0.47577621550845345
Jmjd4,,0.5688297720872855,0.9956567067703261,Txnrd2,,0.13037962326835206,0.4742875057930507
Bcas1,,0.566217670114513,0.9933882661393828,Tmx2,,0.13028265571621203,0.4742875057930507
Fan1,,0.5661390591769375,0.9933882661393828,Exoc7,,0.12895188400474814,0.4712583323945697
Tead4,,0.5651886562338,0.9933882661393828,Tubg1,,0.1287652244346364,0.4710159705020251
Dennd3,,0.5644707507652661,0.9933882661393828,Slc2a4,,0.12858990030643064,0.47093687754721036
Ntng1,,0.5642352836952134,0.9933882661393828,Zfp938,,0.128212055391219,0.47031113852036655
Rrm1,,0.564186701138774,0.9933882661393828,2310065F04Rik,,0.1279832689488772,0.47031113852036655
Sox10,,0.5632005375499114,0.9929580648515104,Adprhl1,,0.12720776901139327,0.4679428645776253
S1pr3,,0.5617937089226459,0.9918180319004222,Rnf114,,0.12677943537084688,0.4670541493708186
Plpp6,,0.5601613864273083,0.9902762721212668,Rassf4,,0.1262150970867549,0.4656040433530242
Lgi4,,0.5598672169738674,0.9902034736718108,Prkag3,,0.1259110868393267,0.4649207489520044
Tmem64,,0.5574645449092656,0.9881866978147035,Smim12,,0.12572649484545126,0.46467752674702195
Nov,,0.5555415772652939,0.9870130428580846,Taf12,,0.12557624250670427,0.46456088201440504
Egfl8,,0.5545071914469397,0.9860704894699327,H2-Eb1,,0.12478903287220701,0.46208540649178637
Osgin1,,0.5543367380548927,0.9860704894699327,Cdpf1,,0.12364376412140665,0.4587125049963845
Cacna1g,,0.5542552259304633,0.9860704894699327,Rhot2,,0.12355206683320667,0.4587125049963845
Slx4,,0.5540514712822773,0.9860704894699327,Hrc,,0.12327191053333748,0.45820157438507403
Tmc4,,0.5538884939663125,0.9860704894699327,Ndufaf3,,0.12248930803827007,0.45572542933630134
Fxyd3,,0.5533626818858096,0.9860704894699327,Uchl1,,0.12224579322745902,0.45541650104946285
Rbak,,0.5522822037490365,0.9860704894699327,Nfkbib,,0.12206006709631079,0.45541650104946285
Pllp,,0.551819987055333,0.9860704894699327,Cdk6,,0.12155877644518709,0.4540690973241083
Vps37b,,0.5512655779776483,0.9860704894699327,Slc25a26,,0.12154280435859963,0.4540690973241083
Mtif3,,0.5511768979461578,0.9860704894699327,Fes,,0.12110819639576802,0.4540397324645939
Traf3ip1,,0.5505083287412607,0.9860704894699327,Pcolce2,,0.12105511690378906,0.4540397324645939
AC130815.3,,0.5496298236553337,0.9860704894699327,Lpin1,,0.11984193780442323,0.4505872666344981
Gpam,,0.5493346830912648,0.9860704894699327,Flcn,,0.11980771679229514,0.4505872666344981
Arl4c,,0.5478675215085251,0.985909645602008,Tsr3,,0.11980771679229514,0.4505872666344981
Riok3,,0.5461815802958467,0.9842332897228103,Oas2,,0.11952502859842327,0.4505872666344981
Slc16a12,,0.5460123921616695,0.9842332897228103,Wnt4,,0.11893766438036425,0.4493455775914534
9930111J21Rik1,,0.5458027820462441,0.9842332897228103,Acot7,,0.11736903652294278,0.4447070754605983
Reln,,0.5436831885594211,0.9824450600284277,Fbxo8,,0.11699525125689199,0.4437203618405768
Urgcp,,0.5427770944470299,0.9822620193442332,Ube3b,,0.11671520387952679,0.44351777474220183
Gnao1,,0.5425571042555202,0.9822620193442332,Flad1,,0.11630576329070158,0.4423914067247872
Ift43,,0.5406377475255273,0.9807029453304547,Dnajc30,,0.11464748927850134,0.4365080477004418
Lonrf3,,0.5391054408758127,0.9792716806347862,Aasdhppt,,0.11456614651199219,0.4365080477004418
Grsf1,,0.5389190796724009,0.9792716806347862,Ppp2r3c,,0.1145216814002168,0.4365080477004418
Gid8,,0.5386487306524472,0.9792716806347862,Coro1a,,0.11431351147671681,0.4365080477004418
Ccdc15,,0.5385099292103307,0.9792716806347862,Perm1,,0.11421714353506168,0.4365080477004418
Zcchc3,,0.5382433346778327,0.9792716806347862,Six1,,0.11399168995789402,0.4361324286365564
Serpinf1,,0.5357231013965841,0.9792716806347862,Pik3cd,,0.11354814257180684,0.4350344820288078
Fasn,,0.5326456627698286,0.9755615929251799,Saysd1,,0.11334136755481417,0.4349197182446497
Tppp,,0.5305627668803863,0.9740256423873508,Cbr4,,0.1131650870977076,0.4349197182446497
Egfl6,,0.5302111881108356,0.9738369733767294,Sdr39u1,,0.11185734188028759,0.43049128428657385
Eml6,,0.5288422482752375,0.9726919923633833,Gm15417,,0.1101716796343495,0.424421214654374
Inpp4b,,0.5282705794974678,0.9720973428082225,Med9,,0.11008300113654457,0.424421214654374
Zfp382,,0.5276522295905671,0.9714161931408655,Ngrn,,0.10875836071924859,0.420217397685231
Ugt8a,,0.5274606522250047,0.9714161931408655,Rnpep,,0.10801160862355187,0.4177445021270573
Hoxb3os,,0.5261386530864882,0.970913101452388,Asb8,,0.1078334295187402,0.41746789627729886
Gm12216,,0.5257705290278292,0.970804695475722,AA467197,,0.10635404451302649,0.412966002206335
Gosr1,,0.5248724267268822,0.9699483844235207,C2,,0.10633966777276752,0.412966002206335
Nt5dc3,,0.5244290758374084,0.9695868695454023,Tceal5,,0.10567642542034843,0.4115597304430286
Chp2,,0.5238778584726049,0.9690254905773988,Fndc5,,0.10560849486745882,0.4115597304430286
Adora2a,,0.5227943051545116,0.9688105752681453,Coq3,,0.10557513816378372,0.4115597304430286
Foxc1,,0.5222367784895383,0.9688105752681453,AI413582,,0.10463626008096243,0.40913718477211486
Eya4,,0.5206306567264842,0.9680514918895292,Cd74,,0.10296509941741532,0.4050305518791593
Dpp4,,0.5198805700701709,0.9671496013125696,Rbfa,,0.10279472586921638,0.4048681930663802
Slc25a40,,0.5197227281434587,0.9671496013125696,Pycr2,,0.10226404373464575,0.4041213453259683
Slc7a2,,0.519123871355287,0.9671496013125696,P2rx4,,0.10216072233913887,0.4041213453259683
Tmem80,,0.5179845192677346,0.9668056310986711,Atg4d,,0.10177487454090428,0.4031850799120439
4930524J08Rik,,0.5155239393330088,0.9660642010806417,Znrd1as,,0.10125530285633443,0.40153318680819955
Siah1a,,0.5153132131016136,0.9660642010806417,Pank4,,0.10013681224371278,0.39750048998163473
Fzd3,,0.5151346665664098,0.9660642010806417,Lmod2,,0.10008657001596653,0.39750048998163473
Pip4k2b,,0.5132226679314977,0.9638932448579088,Cacng6,,0.09943297710210626,0.3955088133919145
Fam178b,,0.5131656502071501,0.9638932448579088,H19,,0.09929109666852728,0.3955088133919145
AC163032.1,,0.5130908194510291,0.9638932448579088,Me3,,0.09903838317841107,0.39514396713588273
Gata3,-3.2729921,0.5123962339579888,0.9638932448579088,Prps1,,0.09901234778869045,0.39514396713588273
D3Ertd751e,,0.5118978597094903,0.9638932448579088,Bysl,,0.09861118965890556,0.3942433057456142
Nipal3,,0.5096476571920597,0.9634853015799097,Rmnd1,,0.09826869511835312,0.3932757389501371
Cdkl5,,0.5092536061791539,0.9634853015799097,Sfrp1,,0.09766825766678659,0.3916737300284864
Lonrf1,,0.508767475037365,0.9634853015799097,H2-Aa,,0.09645179270506647,0.38719211963859507
Cntd1,,0.5072786631265959,0.9623646304871575,Nkiras1,,0.09624138001322732,0.3870643492226615
Axin2,,0.5066908595067805,0.9617788671724243,Nt5m,,0.09615178950630165,0.3870643492226615
Mt3,,0.5065351161872427,0.9617788671724243,Mief2,,0.09587459332487236,0.3866695414278102
Heph,,0.5063935531959838,0.9617788671724243,Tarbp2,,0.09538032835037953,0.38601219399282277
Pqlc1,,0.5048094702250558,0.9600701003211218,Cpxm2,,0.0951082028390077,0.3853555961820664
Hoxd3os1,,0.5045833860524375,0.9600701003211218,1110065P20Rik,,0.09496033162506488,0.3851551688917139
Klk8,,0.5033761541849575,0.9596387747908511,Camta1,,0.09462911351860294,0.3846088788284651
Spns2,,0.5025369347823962,0.9590100257134564,Psmg3,,0.09462474720214493,0.3846088788284651
Fig4,,0.502381866043677,0.9590100257134564,Nme6,,0.09359555734497106,0.38119980379627133
Mtmr10,,0.502212729012938,0.9590100257134564,Ccl6,,0.0930482567819391,0.37976108138113623
Rcan3,,0.5010085001044764,0.9579615385485688,Ociad2,,0.09137504322168122,0.3733214187574742
Ykt6,,0.5006003959676615,0.9576490468315869,Alkbh7,,0.09104967030371934,0.37277030289618984
Tead1,,0.4950942972123755,0.9508336993568388,Lum,,0.09043855487949697,0.37065602491973937
Zfp229,,0.49402840686199123,0.9492524224142531,Fkrp,,0.09042802927095124,0.37065602491973937
Mief1,,0.4933859721898277,0.9491846977142876,Poldip2,,0.08946596894612185,0.3678425836383222
Morc3,,0.49320798527598053,0.9491846977142876,Fam58b,,0.08923976252107353,0.36766782158682293
Arhgap27os1,,0.49135687233699765,0.9473647522056148,Amy1,,0.0892355971455734,0.36766782158682293
Tuba1c,,0.4911583872746368,0.9473647522056148,Pdhx,,0.08894544839320018,0.36766782158682293
Vstm4,,0.49103653182678575,0.9473647522056148,Clns1a,,0.08876695438793103,0.36765487775064765
Hey1,,0.49031617609658495,0.9473647522056148,Retreg1,,0.08854734741332125,0.3671338112031138
Zbtb26,,0.489947518414351,0.9473647522056148,Sdhaf2,,0.08818265288448074,0.36600944155870374
Ptprr,,0.4896346242796603,0.9473647522056148,Vegfd,,0.08670951066926182,0.36106482706146464
Gm17056,,0.48899526447359765,0.9473647522056148,Ifit3b,,0.08589658176166379,0.35880386447721674
Ptx4,,0.48837718161795196,0.9473647522056148,Fbxo32,,0.08500567950915433,0.3558419567901926
Ssu2,,0.486636320565656,0.9457945194200803,Hrasls,,0.08467876415285062,0.3548529795441727
Hoxd9,,0.4859783048809413,0.9457441935017901,Dnajc12,,0.08446935535750925,0.35473503955932534
9530026P05Rik,,0.4852031576225767,0.9452887799575734,Rbfox1,,0.08421961191950794,0.35444683984188613
Gatm,,0.48484349553057704,0.9450584868061147,Fbxo6,,0.08386146735098936,0.35408175103751066
Clec11a,,0.48481929269418655,0.9450584868061147,Hacd1,,0.08370411663157083,0.3537990415723199
Ccdc191,,0.48212306260924653,0.9425722612650305,Tma16,,0.08285521452623373,0.35058952395208526
Zfp105,,0.4813891446686449,0.942549831032054,Slc6a6,,0.08277286529510249,0.35058952395208526
2510002D24Rik,,0.47975810331317614,0.9407681444728314,Bphl,,0.08276600585441164,0.35058952395208526
Kera,,0.47896088780900126,0.939675646558612,Ivd,,0.08266121173580049,0.35058952395208526
Ednra,,0.47828107812220655,0.9388125074073804,Fsd2,,0.0818344923768532,0.3482515429318572
Gtpbp1,,0.47379666098049444,0.9344826175867128,C1qb,,0.08166472169570908,0.348187059604581
Cilp2,,0.47257518248316266,0.9336997800298328,Hmcn2,,0.08159108176235516,0.348187059604581
Cry2,,0.469967462009533,0.9299558373636563,Pkdcc,,0.08117351981005459,0.34722749348257237
Rexo4,,0.46994026934692434,0.9299558373636563,Grwd1,,0.08040962392338022,0.3447133275313365
Nfatc2ip,,0.46977713162913015,0.9299558373636563,Vwa1,,0.080030348313807,0.3434635781800883
Rps6kl1,,0.4694271709383613,0.9299558373636563,Ppp1r3a,,0.08000555991161212,0.3434635781800883
Dusp2,,0.4678795634149372,0.9295840666020629,2310022A10Rik,,0.07890689205549185,0.3397597090266173
Sh3tc1,,0.4670390702820101,0.9288571753474529,Ostn,,0.07839639679454866,0.3379333667994091
1300002E11Rik,,0.46659543833432227,0.9286689714958112,Fech,,0.07834577659855832,0.3379333667994091
Hoxa3,,0.4663990958495938,0.9286689714958112,Tmem100,,0.0781884616556663,0.3377810584109028
Hmgb2,,0.46610128450396393,0.9286689714958112,Atg101,,0.07694749027223359,0.33349140752025785
Fzd6,,0.46457328243625107,0.9281223782979257,Dupd1,,0.07639133081610237,0.3314807858250828
Shc4,,0.46313235747886194,0.9280245335477755,Tgtp1,,0.07616575701118257,0.33086878239929923
Cxcl9,,0.46306492797766474,0.9280245335477755,Bves,,0.07541322295750438,0.3283285368806142
Epha2,,0.46274808264101874,0.9280245335477755,Znhit3,,0.07529519724209137,0.3283285368806142
Bche,,0.4625492734070459,0.9280245335477755,Metrn,,0.0748255041772668,0.32722572441320924
Matn2,,0.46222252113176954,0.9280245335477755,Cmpk2,,0.07481377001790186,0.32722572441320924
Pthlh,,0.46190936416935524,0.9280245335477755,Mrpl41,,0.0744768303854572,0.32643036296604644
Mylk,,0.4609975073210498,0.9280245335477755,Ubl4a,,0.07427741587392678,0.3262870995853529
Stmnd1,,0.4592640629623763,0.9265770837292479,Ndufaf4,,0.07394334617271507,0.32518455833708626
C2cd2,,0.45917010464568475,0.9265770837292479,Phtf2,,0.07296618468866593,0.32201156744251364
Ralgapa2,,0.4590828672808721,0.9265770837292479,St6galnac6,,0.07268630002151492,0.32146234834373943
Tm9sf1,,0.45866023316432747,0.9265770837292479,BC003965,,0.07168528527314769,0.3173938988225114
Ehd3,,0.4582679825792778,0.9264777292434366,Pygl,,0.07155203593111864,0.317162705135219
S1pr4,,0.4562961796815166,0.9240178332425857,2310039H08Rik,,0.0712358401223834,0.3161191363254066
Gdf15,,0.45550411967733295,0.9237529142057415,Abca6,,0.07091992664572992,0.31507445277115426
S100a4,,0.4552035402471464,0.9236219059239662,Smim8,,0.07011248304391808,0.312195971142088
Zfp30,,0.45461940006493107,0.9229151098828529,Jph2,,0.06907215583084883,0.3079139156286359
Hdac9,,0.4539790010268141,0.9220933108557086,Mypn,,0.06894543804479651,0.3076994806240976
Halr1,,0.4521872620532963,0.919886145362059,Srrm4os,,0.06882986941237189,0.3075343708676068
Iars,,0.4506119840414662,0.9185416751823338,Tgtp2,,0.06809382698048372,0.3045934157732723
Rprd1a,,0.45034642118659085,0.9185416751823338,Stard7,,0.06783937052394073,0.3041503965987446
Ptpn4,,0.44960663292914615,0.9185416751823338,Bgn,,0.06755829686328232,0.30358573355096097
Zrsr1,,0.44939112934560077,0.9185416751823338,3300002P13Rik,,0.06753090617477712,0.30358573355096097
Grrp1,,0.44883109428783863,0.9185416751823338,Serpine2,,0.06729390275077203,0.3034427826803246
Mtss1l,,0.44877478133520543,0.9185416751823338,Timm8a1,,0.06672657172752165,0.30157944773847545
Nomo1,,0.44586193956452425,0.9170276570969774,Hba-a1,,0.06660832785736688,0.3013930580736809
Akap6,,0.4451065663832324,0.9169054928463423,Cav3,,0.06660094334879017,0.3013930580736809
Tbp,,0.44507359729060814,0.9169054928463423,G0s2,,0.06535938075501023,0.2968370479345638
Ptpn18,,0.442522731570984,0.9144846733731951,Sorl1,,0.06530365950956935,0.2968370479345638
Ajuba,,0.44205953932824005,0.914010056487444,Tmem233,,0.06527702406980086,0.2968370479345638
C1qtnf3,,0.4419084870135632,0.914010056487444,Mlf1,,0.06475902036635463,0.2957605667606908
Brf1,,0.4417049415177058,0.914010056487444,Cdk5rap1,,0.0637308130115447,0.2920871219287892
Gpm6a,,0.44026196820029206,0.9122209335817593,Hint3,,0.06363750916940054,0.292023176167912
Nup155,,0.43682619370261944,0.9089514737650465,Thyn1,,0.06291235296530799,0.28935246710483603
Kctd12b,,0.435581252376649,0.9083910089797897,Slc25a33,,0.06271456636031954,0.28878213262857727
Cdh15,,0.4340555797596425,0.9065600529238211,Ucp3,,0.06264199155197993,0.28878213262857727
Mecom,,0.4336072498752426,0.9065280396093625,Mcat,,0.061862136919352155,0.28722230593397907
3222401L13Rik,,0.4322314488239588,0.905649834420222,Eef1akmt1,,0.061205020182209344,0.2845088467852344
Eif3j2,,0.42999794066943287,0.9038732222235017,Mospd1,,0.06116830145295468,0.2845088467852344
Zbtb18,,0.4269660007833538,0.8984650145516381,Asb10,,0.060778529792444184,0.2831990066757459
Cldn19,,0.42610064828002725,0.8971263783582715,Smim19,,0.060684258147664795,0.28309676566145414
Paip2b,,0.42512393607779386,0.8957952231300349,Pim1,,0.05992165631736927,0.28020712404561926
Map3k7,,0.42153682460080943,0.8946849608757534,Gm29773,,0.059744439142640056,0.2797126014405421
Rabep2,,0.4214282085217751,0.8946849608757534,Prorsd1,,0.05931820705153347,0.27804965556850536
Myf5,,0.42064921023821455,0.8946849608757534,2010111I01Rik,,0.05914916603448775,0.27792297221966994
Spaar,,0.42063006519971424,0.8946849608757534,Mylk4,,0.05890710186550852,0.27745174091648656
Gm14305,,0.42043864295621347,0.8946849608757534,Svip,,0.05858685938098209,0.27627586459899267
Kbtbd7,,0.4201037771660655,0.8946849608757534,Uap1,,0.05852342705061102,0.27627586459899267
Rprd1b,,0.4198455592293926,0.8946849608757534,Npm3,,0.05850720934096478,0.27627586459899267
Atg5,,0.41937399461304437,0.8946849608757534,Mrpl22,,0.05828128779354648,0.2758318747568814
Smn1,,0.41748767647815666,0.8946849608757534,Fbp2,,0.05736960713248302,0.2718458139425406
Dusp5,,0.41633862553256784,0.8946849608757534,Pxmp2,,0.057302200832059655,0.2718458139425406
Arhgef17,,0.41628788185393373,0.8946849608757534,Sdhaf1,,0.05691571153369006,0.2703496297850278
Cks2,,0.41588840294874885,0.8946849608757534,Ndufaf6,,0.05677106873534523,0.2700483577666248
Vegfc,,0.41555567682401806,0.8946849608757534,Usp50,,0.056766036940773125,0.2700483577666248
Abi3,,0.41289953304239246,0.8935173595705341,Rtn2,,0.056757411870634,0.2700483577666248
Nol8,,0.41286797298980704,0.8935173595705341,Bhlhe41,,0.056055280644692757,0.26788811775742055
Prdm16,,0.41254614210126983,0.8935173595705341,Neurl1a,,0.05586350306121645,0.26729798408508704
Prmt2,,0.4118083862534495,0.893468971062085,Eif2b1,,0.055822377782758,0.26729798408508704
Ccdc141,,0.4108164902632446,0.8918112828010757,Lrrc20,,0.05546466379988261,0.26669372741122915
Cpxm1,,0.4106214271936873,0.8918112828010757,Tmem11,,0.05504787871366529,0.26501524881338984
Chrdl2,,0.40942080128574465,0.8907576521580903,Sord,,0.05494496581362887,0.26484556181594016
Fmod,,0.4084825029289313,0.8892992692302256,Nr1h3,,0.05491419316436996,0.26484556181594016
Cxcr4,,0.4073294337523574,0.8881823976082044,Thbs1,,0.054502946355175004,0.26434266670899004
Rxrb,,0.40589082980712843,0.8860327428137762,Mul1,,0.05440643422637363,0.26420196471715435
Magix,,0.40478579924114244,0.8841136262443257,Acta2,,0.054178567041808706,0.26374988980303393
Map4k2,,0.4044459123039137,0.8841136262443257,Bag2,,0.054167505692623276,0.26374988980303393
Sesn2,,0.4023977464935241,0.8823444144401419,Thrb,,0.053666890256108095,0.26191048436709113
Zfp46,,0.40181680583676027,0.882283844076908,Mrpl46,,0.05311299637635169,0.25985533477130063
Arhgap39,,0.39980450740580975,0.8796352977730715,Ggnbp1,,0.0521975522190969,0.25569614441244715
Cd82,,0.3995104584055168,0.8796352977730715,Tigar,,0.05169425597277823,0.25418507271036933
Fhod1,,0.3989103836494471,0.8796352977730715,Prr33,,0.05112187495966749,0.2520038017533231
Nsrp1,,0.398091571242272,0.879306100362445,Ublcp1,,0.05108631918129052,0.2520038017533231
Fbxl12,,0.39558584304475697,0.8758436419061242,Pepd,,0.05020607839321146,0.24811438236241115
Tnfrsf21,,0.3933379358667949,0.8737370493658542,Slc16a3,,0.04984324299974016,0.2466326840720392
Ephb6,,0.3933072804235688,0.8737370493658542,Phpt1,,0.04944096610888142,0.24529723218609176
Dll1,,0.39151951370228666,0.87118099865307,Gm15179,,0.04923702182256337,0.2448712876918844
