Old_names,Old_logfoldchanges,Old_pvals,Old_pvals_adj,Young_names,Young_logfoldchanges,Young_pvals,Young_pvals_adj
Bcdin3d,,0.3941907364726428,0.8746386295657166,Prkab2,,0.8696394047220158,0.9990291469049655
Selplg,,0.3948172438229678,0.8755324035824906,Slc17a7,-0.41959935,0.8703404398870528,0.9990291469049655
Parvb,,0.3953613186743551,0.8758436419061242,Faah,-0.9004687,0.8707759167920525,0.9990291469049655
Med20,,0.39562891131579647,0.8758436419061242,Sag,1.1447388,0.8712070775250462,0.9990291469049655
Ggact,,0.39662642542921944,0.8775555845844912,Apc2,1.118463,0.8712636974368322,0.9990291469049655
Heatr3,,0.3968544654762254,0.8775640552960148,Unc80,-1.6201684,0.8713420953268417,0.9990291469049655
Echdc2,,0.3974773557543678,0.8784451555181229,Bub1b,-4.735064,0.872069513695561,0.9990291469049655
Aldh6a1,,0.3992227259680481,0.8796352977730715,Tnmd,,0.8722176241250867,0.9990291469049655
Tmcc2,,0.39935265420448984,0.8796352977730715,Pstpip2,,0.8725879197870272,0.9990291469049655
Sema4d,,0.39944856993478073,0.8796352977730715,Gm10800,-2.8374238,0.8729190313169007,0.9990291469049655
Spi1,,0.3998137952831615,0.8796352977730715,Phgdh,,0.8732632366364346,0.9990291469049655
Ifitm6,,0.4007773423729438,0.8812598415998326,Pla2g5,-2.091778,0.8737948413285077,0.9990291469049655
Cnot11,,0.40119603617944466,0.8816851687851467,Sox2,-0.8574135,0.8738471333963783,0.9990291469049655
Plbd1,,0.4019192881934407,0.882283844076908,Mbip,,0.8740170864214655,0.9990291469049655
Asb12,,0.40218643709867685,0.8823444144401419,Ccdc134,,0.8741303916679601,0.9990291469049655
Tyrobp,,0.40300718711336136,0.8824772821006073,Mrpl45,,0.8753158931769476,0.9990291469049655
Cyp2u1,,0.40302585217919873,0.8824772821006073,Zbtb7b,,0.8755207692958394,0.9990291469049655
Chchd5,,0.4031347420531134,0.8824772821006073,Jrk,-3.880043,0.8762008433748281,0.9990291469049655
Cnksr1,,0.4045176173504359,0.8841136262443257,Peg10,,0.8762488007724155,0.9990291469049655
Aldh1a2,,0.40463610321724275,0.8841136262443257,Ankrd13b,-1.3300078,0.8766847979333143,0.9990291469049655
Gpm6b,,0.40675049964438403,0.887414412267625,Dclk3,-1.8571465,0.877181880334878,0.9990291469049655
Ttyh2,,0.40789632560221467,0.8889232841910178,Slc27a1,,0.8787344836863196,0.9990291469049655
Fibin,,0.4085232718640638,0.8892992692302256,Ecd,,0.8789874802652465,0.9990291469049655
Optn,,0.4098385831020942,0.8911712301453315,Glmn,,0.8790921721207607,0.9990291469049655
Eif2b5,,0.410520771010463,0.8918112828010757,Slc38a1,,0.8793713607323764,0.9990291469049655
Pla2g7,,0.41240735900844416,0.8935173595705341,Inafm2,,0.880353002022022,0.9990291469049655
Gstz1,,0.41297212658740323,0.8935173595705341,9530059O14Rik,,0.8810991724695457,0.9990291469049655
Iqcg,,0.4134141633979065,0.8939795776460806,Ippk,,0.8811689949983152,0.9990291469049655
Chac1,,0.413749034697962,0.8942096752113878,AI838599,-2.5340126,0.8827184189839857,0.9990291469049655
Pusl1,,0.4141884016020704,0.894328769835891,Cd209a,,0.8832597323096557,0.9990291469049655
Cpt2,,0.41426112920604763,0.894328769835891,Gas2l3,,0.883984478993656,0.9990291469049655
Cyp4f18,,0.41629422461415166,0.8946849608757534,Mpp3,0.1836826,0.884696222335349,0.9990291469049655
Pex16,,0.4170462454367546,0.8946849608757534,Nod2,,0.8851591238042519,0.9990291469049655
Srpk3,,0.41714467023452195,0.8946849608757534,Nrbf2,,0.885578389153346,0.9990291469049655
Atp2a3,,0.4173098006445911,0.8946849608757534,Gen1,,0.8856570049762513,0.9990291469049655
Arhgap15,,0.4173701463661378,0.8946849608757534,Tarbp1,-1.7037221,0.8865174848819964,0.9990291469049655
Mafa,,0.41746861621618536,0.8946849608757534,Icmt,,0.8870154887544787,0.9990291469049655
Clec4a1,,0.41755439143364326,0.8946849608757534,Il1rapl1,-1.6792382,0.8871596561055612,0.9990291469049655
Wrap73,,0.41781495760375076,0.8946849608757534,Vcam1,,0.887749470463667,0.9990291469049655
Abtb1,,0.4181741874061906,0.8946849608757534,Cacna1c,0.47933504,0.8887151524477143,0.9990291469049655
Gm14964,,0.41885817974419837,0.8946849608757534,Opcml,,0.8889511361075174,0.9990291469049655
Sap30,,0.4189823232697596,0.8946849608757534,Cby1,,0.8892046109997938,0.9990291469049655
Ttll7,,0.41942495955118997,0.8946849608757534,Taf13,,0.8900175550434275,0.9990291469049655
Rwdd4a,,0.41952690035226237,0.8946849608757534,Inf2,,0.8901355726825173,0.9990291469049655
Metap1d,,0.4202791635090245,0.8946849608757534,Rps6kb2,,0.8916000672828389,0.9990291469049655
Fam167a,,0.4204067442237749,0.8946849608757534,Map10,-3.9872885,0.8926844689625139,0.9990291469049655
Fcgr3,,0.4207704740296889,0.8946849608757534,Map2k3os,-0.17682752,0.8927588103211506,0.9990291469049655
Hspa1l,,0.4217189530961606,0.8946849608757534,Lgi1,-1.0296994,0.893113037960542,0.9990291469049655
Relt,,0.42175410601171426,0.8946849608757534,Gm45844,2.6753037,0.8935241436765209,0.9990291469049655
Fam192a,,0.4218180248056361,0.8946849608757534,Nusap1,0.73915786,0.8936728485396579,0.9990291469049655
Snrnp35,,0.42200022452802466,0.8946849608757534,Ly6k,-0.304595,0.8937996879943357,0.9990291469049655
Zfp3,,0.42245752508647694,0.8946849608757534,Srcin1,-1.1974626,0.8940490010417227,0.9990291469049655
Mapt,,0.4226014908955966,0.8946849608757534,Swsap1,,0.894285202006323,0.9990291469049655
L1cam,,0.4228414977682827,0.8946849608757534,Hhip,,0.8944864176303721,0.9990291469049655
St3gal3,,0.423100794831887,0.8946849608757534,Cxcr2,-1.6149138,0.8950201093089847,0.9990291469049655
Ccr2,,0.4231712372677262,0.8946849608757534,Rap1gap,,0.8958776150102844,0.9990291469049655
Hcst,,0.42334096769082663,0.8946849608757534,Ddah1,,0.8960307538594188,0.9990291469049655
Clec10a,,0.42373181930283776,0.8947140911251437,Csrp3,-0.6076062,0.8963151648526779,0.9990291469049655
Cyp1a1,,0.42381193790138383,0.8947140911251437,Zfp429,-3.8220837,0.8967702501426432,0.9990291469049655
Unc45b,,0.4244371670370807,0.8955509820933336,Slc2a12,0.2459636,0.8967833781076335,0.9990291469049655
Fuz,,0.42508540849537035,0.8957952231300349,Gm16143,-1.3652498,0.8969321636848995,0.9990291469049655
Ints14,,0.4252395310617284,0.8957952231300349,Cldn11,-1.2744148,0.8974048007113622,0.9990291469049655
Tctex1d2,,0.42981696496164135,0.9038732222235017,Fam160b2,2.457194,0.8977943159993061,0.9990291469049655
Lrp2bp,,0.43094555258822875,0.9048195971964322,Trim23,,0.898577797637126,0.9990291469049655
Pde7a,,0.43097467928404853,0.9048195971964322,Ccdc125,,0.8987397587111563,0.9990291469049655
Ankrd37,,0.4313372403413953,0.9048195971964322,Zfp1,,0.8997860410239547,0.9990291469049655
Homer2,,0.43137285855098173,0.9048195971964322,Cdk5,,0.8998911166839433,0.9990291469049655
Srek1ip1,,0.432150407484996,0.905649834420222,Phex,-2.1815007,0.9000443551661568,0.9990291469049655
AK157302,,0.4327860075353943,0.9063266096808632,Npnt,-1.3566291,0.9003858714654377,0.9990291469049655
Dusp27,,0.43338643220994755,0.9065280396093625,Acsl1,,0.9014937368353332,0.9990291469049655
Sbsn,,0.43351631707677807,0.9065280396093625,Gm7334,-2.5020964,0.9026105542066877,0.9990291469049655
Trim55,,0.4338086403138314,0.9065280396093625,Ovca2,-6.219639,0.9027988993253726,0.9990291469049655
Cited4,,0.43501161010024825,0.9080722356972649,Srd5a1,-3.3790486,0.9028470815139391,0.9990291469049655
Kiz,,0.4357799144847433,0.9083910089797897,Adamts18,-0.6778186,0.9029522075307738,0.9990291469049655
Cmya5,,0.43598188688226713,0.9083910089797897,Nfe2,-4.8015094,0.903679375633635,0.9990291469049655
5430431A17Rik,,0.43609266884849895,0.9083910089797897,Ccr7,-1.543163,0.9043277623320387,0.9990291469049655
Ifi44,,0.43647401312148404,0.9087017485944088,Jchain,-1.5888599,0.9043452871842067,0.9990291469049655
Ppat,,0.4371426435057546,0.9091266241665905,Star,-2.4943712,0.9046256911497321,0.9990291469049655
Nmnat3,,0.4375832829321722,0.9095597288351153,Micu3,,0.9048710543767795,0.9990291469049655
Pcyt2,,0.43888383971506617,0.911778847475992,Apln,-0.7998296,0.9050463193866924,0.9990291469049655
Tpbgl,,0.4394825789412278,0.9121088559932383,Avil,-1.0915488,0.9056378728944404,0.9990291469049655
Lrrc38,,0.439508764027401,0.9121088559932383,Meox1,,0.9057824828395707,0.9990291469049655
Dusp26,,0.43976084127550785,0.9121483480404545,Sorbs2,,0.9060936239126207,0.9990291469049655
Myoc,,0.44021609983928955,0.9122209335817593,Dgkb,2.7406547,0.9062119489511853,0.9990291469049655
Ctnna3,,0.44126520403730163,0.913815877567195,Gm11747,-0.9184801,0.9065844672833838,0.9990291469049655
Zscan12,,0.44286455473115227,0.9147081093497256,Mcpt8,-1.7695308,0.9066414424893371,0.9990291469049655
Shisa2,,0.44314404150616693,0.9148026257674775,Dqx1,-0.95129144,0.9068299023609186,0.9990291469049655
Mreg,,0.4442531160003407,0.9165672696406368,Zfp273,-0.30147296,0.9068956454112614,0.9990291469049655
Atad3a,,0.44446721455746774,0.9165672696406368,Alkbh8,,0.9078774839401091,0.9990291469049655
Neurl3,,0.4453538789585856,0.9169054928463423,C7,1.2384462,0.908122965625416,0.9990291469049655
Il15,,0.4455682798655449,0.9169054928463423,Gm14698,,0.9084517494811071,0.9990291469049655
Ddx59,,0.4468030519419397,0.9184806435403109,Rab29,-1.3687816,0.9086051873176888,0.9990291469049655
6230400D17Rik,,0.4471434511087533,0.9185416751823338,Ccnb2,-0.33166367,0.9086840995331714,0.9990291469049655
Lrg1,,0.4476592878829331,0.9185416751823338,Rab44,-1.3382338,0.9087586285640852,0.9990291469049655
Plcd4,,0.44810926757157554,0.9185416751823338,Adamts20,-1.5851953,0.9088857681758691,0.9990291469049655
Gm39469,,0.44811257719705355,0.9185416751823338,Pcdhb7,-1.006873,0.9102625320448775,0.9990291469049655
Rnmt,,0.4486787273191081,0.9185416751823338,Stat4,-0.37462887,0.9104510908447961,0.9990291469049655
Tmco3,,0.4490663270251182,0.9185416751823338,Slc25a16,,0.9109510153018923,0.9990291469049655
1110004E09Rik,,0.4493778695003998,0.9185416751823338,Pde8b,2.2125745,0.9112273044810989,0.9990291469049655
Tmem143,,0.45010417246180334,0.9185416751823338,Tatdn3,,0.9121483457455248,0.9990291469049655
Fam107a,,0.450392888285187,0.9185416751823338,Gm43254,-1.217367,0.91244661303643,0.9990291469049655
Dym,,0.45055554451583846,0.9185416751823338,Msantd4,,0.9126483890828845,0.9990291469049655
Cd84,,0.45099388596486556,0.9185416751823338,Serpinb8,,0.9127361195560155,0.9990291469049655
Thumpd1,,0.45105700043445207,0.9185416751823338,Tsacc,-3.4868045,0.9140258796745179,0.9990291469049655
Cfp,,0.4516551749458141,0.9192815157243455,Zfp52,1.7968904,0.9140785277774295,0.9990291469049655
1110008L16Rik,,0.45249670042276546,0.9200374469894566,Mars2,,0.9142364743473449,0.9990291469049655
2310015D24Rik,,0.45384564861934906,0.9220933108557086,Adamtsl2,-1.3846991,0.9145962541681272,0.9990291469049655
Ptcd2,,0.4560086760188421,0.9240178332425857,Lrrc75aos2,-5.2130446,0.9153070900582688,0.9990291469049655
Hsf4,,0.4563429922478074,0.9240178332425857,Gm14508,-1.6211336,0.9157064165095263,0.9990291469049655
Cldn3,,0.4569451085862777,0.9247586116890852,Gm2115,-0.9052345,0.9157283581407905,0.9990291469049655
Cilp,,0.45810376260908037,0.9264777292434366,Arhgef19,-0.83069193,0.916957191480243,0.9990291469049655
Cep164,,0.46030167505737307,0.9277208586964314,Acvr2b,1.8437432,0.9176989763920148,0.9990291469049655
Mrgprg,,0.4603050351529049,0.9277208586964314,Mvd,-0.27892524,0.9179228427463536,0.9990291469049655
Hba-a2,-0.9082178,0.4620204708216695,0.9280245335477755,Tdrp,-0.46488905,0.9180501422040906,0.9990291469049655
Proscos,,0.4621888426561318,0.9280245335477755,Edil3,,0.9186383807217171,0.9990291469049655
Map3k20,,0.46262676964464344,0.9280245335477755,Fpr2,-1.4433072,0.9187217912881133,0.9990291469049655
Pnpo,,0.4627885242485337,0.9280245335477755,Aoc3,,0.9189061757127697,0.9990291469049655
Cntfr,,0.46330095517433656,0.9280245335477755,Zfp69,-0.90694714,0.91983255372597,0.9990291469049655
Fam105a,,0.4636584953835894,0.9281223782979257,Elp5,,0.9200301366167487,0.9990291469049655
Ccdc58,,0.463958812900943,0.9281223782979257,Kcnn1,-2.3171818,0.9203945802241134,0.9990291469049655
2310030G06Rik,,0.46425923869992514,0.9281223782979257,Gm26879,0.2741749,0.9210839951210739,0.9990291469049655
Nadk2,,0.4642997538315271,0.9281223782979257,1700047M11Rik,-1.5765581,0.9222390074858506,0.9990291469049655
Dnph1,,0.46477257574449016,0.9281223782979257,Nt5e,,0.9230076428599088,0.9990291469049655
Hist1h4h,,0.46505977681072785,0.9282223184279391,Ajap1,-1.4305501,0.9230471746292928,0.9990291469049655
Syt11,,0.4664363296929339,0.9286689714958112,Sesn1,,0.9231833410670675,0.9990291469049655
Gm17018,,0.46668008285999185,0.9286689714958112,6330403L08Rik,,0.9232711915767154,0.9990291469049655
H2-DMb1,,0.4667071709075781,0.9286689714958112,Cadm2,-0.80608493,0.9237148509264204,0.9990291469049655
Hs3st5,,0.4677914078963984,0.9295840666020629,1700084E18Rik,-4.663892,0.9243957603941209,0.9990291469049655
Lias,,0.46822210100416584,0.9297926450179121,Nrgn,3.411871,0.9246022406850299,0.9990291469049655
Tbx1,,0.4685444165270085,0.9299558373636563,Homer1,,0.9246725330075605,0.9990291469049655
Il1b,,0.46903321309417834,0.9299558373636563,2610020C07Rik,-0.6613561,0.9253315520601053,0.9990291469049655
Ctsh,,0.46924715026209096,0.9299558373636563,Fam81a,-1.0429217,0.9256303242713004,0.9990291469049655
Pop7,,0.47134522603798723,0.9322108209765952,Zfp958,,0.9262850235241517,0.9990291469049655
Rai2,,0.472530859769164,0.9336997800298328,Wdr5b,,0.926684897985449,0.9990291469049655
Alpk2,,0.4730151242269902,0.9340974753907365,Hepacam,-0.9328796,0.9279989010697516,0.9990291469049655
Lyz1,,0.47363620036510423,0.9344826175867128,Dhx58os,-1.0935001,0.9285438966140557,0.9990291469049655
Osm,,0.4739264169416517,0.9344826175867128,Ifitm1,,0.9300735784594891,0.9990291469049655
Serpine1,,0.47442855151740937,0.9350016871294765,Col6a5,-0.6914517,0.930249420621807,0.9990291469049655
Samsn1,,0.4752011104307018,0.9353425620248279,Slc16a6,,0.9309748054411464,0.9990291469049655
Mtrf1,,0.47536870316008706,0.9353425620248279,Ncaph,-1.2488631,0.9311374753837558,0.9990291469049655
1110012L19Rik,,0.4756184422541694,0.9353425620248279,Pla2g2d,,0.9312913550042163,0.9990291469049655
Mrps31,,0.475686876479527,0.9353425620248279,Nkain4,-1.0187832,0.9316914540229665,0.9990291469049655
Mrc1,,0.4757963824709842,0.9353425620248279,Zfp85,-2.453966,0.9323246129740412,0.9990291469049655
Rfesd,,0.47743720119055344,0.9380969906926839,Cdh6,-1.8493607,0.9327731264982055,0.9990291469049655
Nudt13,,0.47809919837263226,0.9388125074073804,AI987944,,0.9341187945732525,0.9990291469049655
Adgre1,,0.48027392938601443,0.9413080418712371,Prima1,-0.57002896,0.9350511981229923,0.9990291469049655
Rpp40,,0.48069024927146553,0.9416524702945526,Hip1r,,0.9350687915031984,0.9990291469049655
Nos1,,0.4816406067208665,0.9425706673527356,Vat1l,-1.1951,0.9351567588797061,0.9990291469049655
Car2,,0.4819610659808121,0.9425722612650305,Iglc2,-0.78516376,0.9355702161361399,0.9990291469049655
Itgam,,0.48248852536512854,0.9428158204089432,Usp30,1.4016582,0.9366127331282113,0.9990291469049655
Zfp945,,0.4832647704993651,0.9434176302212044,Lypd2,-0.37958723,0.9366347283344756,0.9990291469049655
Smyd5,,0.48327857654407635,0.9434176302212044,Nim1k,,0.9368854770996546,0.9990291469049655
Bmi1,,0.4846049532911413,0.9450584868061147,Kif19a,-3.4634104,0.9381305149297546,0.9990291469049655
4930430F08Rik,,0.4856494776124263,0.9456875897388242,Ak5,-1.2516874,0.9384648972717442,0.9990291469049655
Limd2,,0.4861618082078696,0.9457441935017901,Gm765,0.060324054,0.9385132956162922,0.9990291469049655
Tmcc1,,0.48667096630353646,0.9457945194200803,Mcemp1,0.4389834,0.9388344903770063,0.9990291469049655
Krtdap,,0.4880231892479633,0.9473647522056148,AL732506.1,1.3103068,0.9388520903779746,0.9990291469049655
Camp,-1.5643831,0.4887938204153699,0.9473647522056148,St8sia6,,0.9391160939720713,0.9990291469049655
Naa10,,0.48900915881568896,0.9473647522056148,Zfp968,0.12834822,0.9393009004712715,0.9990291469049655
Trappc2,,0.48965200446498436,0.9473647522056148,Top2a,0.63422334,0.9393185012608941,0.9990291469049655
Spata7,,0.49029182617861156,0.9473647522056148,Ighd,-1.0469798,0.9397321283319491,0.9990291469049655
Qrsl1,,0.4903753143190309,0.9473647522056148,Ccdc85c,5.878388,0.9398069349671475,0.9990291469049655
Gemin6,,0.49103653182678575,0.9473647522056148,Mfsd12,,0.9414132044697813,0.9990291469049655
Snx20,,0.4912802589636204,0.9473647522056148,Ccl1,-0.47911718,0.9422054255283925,0.9990291469049655
Clec4a3,,0.4915937178665313,0.9473647522056148,Enpp2,,0.9423418693932939,0.9990291469049655
Agl,,0.4929079283921355,0.9491846977142876,Chl1,-1.002649,0.9431869786118209,0.9990291469049655
Pilra,,0.49350813997153176,0.9491846977142876,Cln6,,0.9432486036723068,0.9990291469049655
Nop16,,0.4938991856886409,0.9492524224142531,Gvin1,,0.9438208525501826,0.9990291469049655
Art5,,0.49601789499148496,0.9517407068917026,Fabp7,-1.3406583,0.9439573161905132,0.9990291469049655
Alg3,,0.4960528978178521,0.9517407068917026,Fn3krp,,0.9455333692923188,0.9990291469049655
Slc25a37,,0.49652206281454214,0.952174107719803,Grem2,-5.389735,0.9458371584138081,0.9990291469049655
Dus4l,,0.497419035401539,0.9533701168024297,Col7a1,-0.3768775,0.9469335060727231,0.9990291469049655
Gm15510,,0.497632894386143,0.9533701168024297,Mtmr4,,0.9479154610295797,0.9990291469049655
Aif1,,0.4979730660127526,0.9535550784608188,Avpr1a,3.3114011,0.9482765586114339,0.9990291469049655
Acad11,,0.4984256508398174,0.9539550109472104,Gm26698,0.03979655,0.9491485208168333,0.9990291469049655
Ncf1,,0.5023607222674629,0.9590100257134564,Mfap4,,0.9492410052471536,0.9990291469049655
Syk,,0.5033902650343482,0.9596387747908511,Dkk3,,0.9492410052471536,0.9990291469049655
Slc4a4,,0.5036019528411876,0.9596387747908511,9830107B12Rik,-0.8686204,0.9510071472263806,0.9990291469049655
Sox6os,,0.5042196439608844,0.9600701003211218,Cbwd1,,0.9513022619815926,0.9990291469049655
Mob3b,,0.504668161360681,0.9600701003211218,Zfp120,-2.397924,0.9513419047718658,0.9990291469049655
Ctf1,,0.5052688680209703,0.9604771002593869,Atp1b1,,0.9514388098770475,0.9990291469049655
3110009E18Rik,,0.5074912103539839,0.9623646304871575,Cab39l,,0.9515577398510631,0.9990291469049655
Il2rg,,0.5085085410185377,0.9634853015799097,Cerkl,0.937358,0.9521127606198174,0.9990291469049655
Sema3g,,0.509232310671264,0.9634853015799097,Pcsk1,-0.11105704,0.9528263928451037,0.9990291469049655
Nrtn,,0.5098110043767594,0.9634853015799097,Ctbs,,0.953108332081143,0.9990291469049655
Kcnc4,,0.5100063467517348,0.9634853015799097,Slc7a8,,0.9538043946242527,0.9990291469049655
Irf8,,0.5101662014538164,0.9634853015799097,Pde4d,,0.9538881007317781,0.9990291469049655
Etfrf1,,0.5102976571730079,0.9634853015799097,Fam126b,,0.9541656561963499,0.9990291469049655
Echdc3,,0.5106708036301124,0.9637249399268369,Pdgfa,,0.9543022331501578,0.9990291469049655
Ccl12,,0.5112752477587617,0.9638932448579088,Tnfrsf26,-0.31165546,0.9549895439132335,0.9990291469049655
Prkar1b,,0.5120615833445454,0.9638932448579088,4931428F04Rik,-1.464231,0.9551085049575403,0.9990291469049655
Satb1,,0.5121790540818489,0.9638932448579088,Krt19,-1.3245381,0.9554609879869504,0.9990291469049655
Ptafr,,0.5124247201258405,0.9638932448579088,Rasl12,,0.9569503241164137,0.9990291469049655
Prss36,,0.512827175430248,0.9638932448579088,Foxd3,0.83039546,0.9577523369256894,0.9990291469049655
Lif,,0.5149954225758854,0.9660642010806417,Zfp248,-4.178342,0.9577655572775721,0.9990291469049655
Arhgap45,,0.5157632928378605,0.9660642010806417,Bcl11b,-0.27666584,0.9580520010814506,0.9990291469049655
Stap1,,0.5160312942508478,0.9660642010806417,Eif2b4,,0.9581577663186502,0.9990291469049655
2200002D01Rik,,0.5161063475880485,0.9660642010806417,Gm10762,,0.9587659306697202,0.9990291469049655
Ddo,,0.5164709728806884,0.9662846022251503,Nmnat2,-1.2392946,0.9589245862009323,0.9990291469049655
Gm14296,,0.5172006238465656,0.9668056310986711,Oscp1,,0.959268345425,0.9990291469049655
Riok2,,0.5173974347812054,0.9668056310986711,Irs1,,0.9592727526438493,0.9990291469049655
