0_names,0_logfoldchanges,0_pvals,0_pvals_adj,1_names,1_logfoldchanges,1_pvals,1_pvals_adj,2_names,2_logfoldchanges,2_pvals,2_pvals_adj,3_names,3_logfoldchanges,3_pvals,3_pvals_adj,4_names,4_logfoldchanges,4_pvals,4_pvals_adj,5_names,5_logfoldchanges,5_pvals,5_pvals_adj,6_names,6_logfoldchanges,6_pvals,6_pvals_adj,7_names,7_logfoldchanges,7_pvals,7_pvals_adj,8_names,8_logfoldchanges,8_pvals,8_pvals_adj,9_names,9_logfoldchanges,9_pvals,9_pvals_adj,10_names,10_logfoldchanges,10_pvals,10_pvals_adj,11_names,11_logfoldchanges,11_pvals,11_pvals_adj,12_names,12_logfoldchanges,12_pvals,12_pvals_adj,13_names,13_logfoldchanges,13_pvals,13_pvals_adj,14_names,14_logfoldchanges,14_pvals,14_pvals_adj,15_names,15_logfoldchanges,15_pvals,15_pvals_adj,16_names,16_logfoldchanges,16_pvals,16_pvals_adj,17_names,17_logfoldchanges,17_pvals,17_pvals_adj
Efnb2,,1.3229500093196336e-229,5.508538655826644e-228,Meg3,,6.182099977017376e-97,2.601799925811399e-95,Cpxm1,,1.2282725281363528e-44,4.0062155626047374e-43,Uap1,,5.664382485127637e-48,2.131768562191305e-46,Carnmt1,,3.617389907432866e-183,1.490364641862341e-181,Cacna1s,,1.0193498194431738e-08,4.8185207648557756e-08,Cd37,,3.1336043138763237e-101,1.3477942070892233e-99,Ptn,,0.3719268149145908,0.5695311242471472,Pecam1,,2.9305640594080354e-53,1.2604645855519836e-51,Mras,,9.540553745704399e-29,4.058883408770328e-27,Pknox1,,2.4610606780991823e-09,7.188501114985222e-08,Dgkb,,9.006041649521757e-11,3.0920742996691362e-09,Mt1,,2.1745650381775997e-13,9.1518790961582e-12,Nuak1,,2.4748952826381923e-26,1.0644769380489985e-24,Sept6,,2.749915208312934e-14,9.784698295760749e-13,1500009L16Rik,,1.9728078255963227e-07,8.12796824145685e-06,Flna,,4.373470216690038e-20,1.840619615927399e-18,Pfkfb3,,4.248437624228073e-10,1.8272950396954594e-08
Cdkn1c,,3.4102029227783156e-227,1.4050036041846662e-225,Gan,,3.2861440266251575e-95,1.368294438320305e-93,Scin,,1.9141199640117386e-44,6.1916244125140044e-43,Efemp1,,6.14840077559423e-48,2.291889584350078e-46,Ttn,,8.357546265631357e-183,3.407441258716784e-181,Casq1,,1.2857356625867743e-08,6.012388749539588e-08,Itgb2,,3.6812873854486154e-101,1.5661476985484653e-99,Serpinb6b,,0.38780334472663225,0.5871807703133611,Heyl,,3.0346093258961696e-53,1.2910283588649574e-51,Prkca,,1.659597819255776e-28,6.984586951147428e-27,En1,,2.8298110304700934e-09,8.204355832044404e-08,Gpcpd1,,1.0113836738338732e-10,3.3833809396459655e-09,Cacna1g,,5.142743437068212e-13,2.1413508311367002e-11,Ier5l,,2.93707047063832e-26,1.249531937182433e-24,Sema4d,,4.487495432915665e-14,1.5682193861099923e-12,Mdk,,2.433260838441042e-07,9.920607210060665e-06,Limd2,,4.5322379582212486e-20,1.8871467413274435e-18,Cdh5,,4.5186313486533767e-10,1.9223829455031865e-08
Epb41,,4.48115545551171e-227,1.8270044221742534e-225,Aldh1a3,,3.6580319451301157e-93,1.5071091613936078e-91,Piezo2,,9.552767523506866e-44,3.0397993566671444e-42,Myc,,2.9663255727521337e-47,1.085065260911388e-45,Mrps21,,4.481345533918585e-182,1.8082460226553962e-180,Bola3,,1.5898482535592077e-08,7.320783605212634e-08,Clec10a,,2.485391291967498e-100,1.0460023136301922e-98,Hbb-bs,,0.39526703627944815,0.5948001460967935,Klhl23,,5.481623308110141e-53,2.306997164294956e-51,Rtkn,,1.6824879186994717e-28,7.005593312542268e-27,Homer1,,4.349237738347649e-09,1.2425486502111458e-07,Lbh,,1.089073237126096e-10,3.6124005509419828e-09,Fndc1,,6.569418569887482e-13,2.6784066960978755e-11,Fabp5,,5.715779591271188e-26,2.405544227982304e-24,Cxcr4,,5.003878402349237e-14,1.7332017758225588e-12,Ptx3,,3.212241821274528e-07,1.2961561328318046e-05,Cd300ld,,6.869195852391465e-20,2.8301086911852835e-18,Podxl,,4.980885890794549e-10,2.09625670715805e-08
Gbp7,,2.1804100092529186e-214,8.708290587975432e-213,Rab7b,,1.562456229487261e-89,6.240258859401163e-88,Gpnmb,,1.5594787078658589e-43,4.9224190827314286e-42,Mdk,,5.737033811632955e-47,2.0791435498825355e-45,Ndufs3,,3.907390206805266e-181,1.5605638030036543e-179,Ryr1,,1.813985821103794e-08,8.294323018458237e-08,Itga4,,8.116966643402887e-100,3.379766749178607e-98,Spns2,,0.42028157269982924,0.6219213896208438,Slc9a3r2,,6.561981179512096e-53,2.732297269852164e-51,Nr4a1,,1.7790128246446794e-28,7.32953283753608e-27,Ankrd1,,4.557224221115221e-09,1.2832356547802142e-07,Kalrn,,1.6485767493800353e-10,5.422293610986099e-09,Dab2,,6.696043011740851e-13,2.701887870923061e-11,Tspan13,,9.347165052023847e-26,3.892000426980993e-24,Snx20,,1.0911464667696491e-13,3.713693279075136e-12,Meg3,,4.282796571333929e-07,1.7104965081837752e-05,Glrx,,7.062761699735465e-20,2.879546801329647e-18,Ndrg1,,7.689732051346077e-10,3.2018735371243134e-08
Zfp366,,1.132358987784189e-205,4.3451500766542304e-204,Vegfd,,5.634052915565812e-87,2.2274427385378372e-85,Mafb,,1.8358780418213066e-43,5.748501324550875e-42,Lmo4,,1.3039578557079635e-45,4.556867006465152e-44,Sar1b,,3.2852193010997916e-176,1.2988230651014732e-174,Mpc2,,3.5022081724995064e-08,1.5559185910514265e-07,Ighm,,3.1584669346813744e-98,1.3012883770887262e-96,Ttyh1,,0.4264082930592822,0.6288597382632113,Kalrn,,7.159613668872184e-53,2.94976083157534e-51,Ptpre,,2.863195120660548e-28,1.1673485106526442e-26,Dnajb1,,8.62381238648702e-09,2.3938724596248363e-07,Prkg1,,1.6712208512259227e-10,5.450965343081884e-09,Zfp185,,9.272067424727927e-13,3.703150193916848e-11,Itga6,,1.0145047217913314e-25,4.179759453780286e-24,Mbp,,1.5047962714645214e-13,5.033993680779604e-12,Gem,,5.935997534090486e-07,2.3233494348430165e-05,Lgals3,,9.350928592277722e-20,3.773147887646908e-18,Ccnd1,,9.170439461315597e-10,3.778221058062026e-08
Apold1,,1.0437064353999705e-203,3.9660844545198883e-202,Pi15,,9.128246571985888e-86,3.572795708275277e-84,Cpe,,7.682056084236095e-43,2.3863148820396884e-41,Penk,,4.998960098995294e-45,1.7163096339883841e-43,Klhl41,,2.169121100240921e-175,8.489939986342966e-174,Pgk1,,8.630395826950507e-08,3.647880050397871e-07,Lrrc25,,3.6053854280027723e-98,1.4699456838752969e-96,Rapgef5,,0.43321564311682137,0.6358807094634534,Lmo7,,7.997784272636093e-53,3.260763296156007e-51,Pdgfa,,5.299400764087308e-28,2.1383355248080126e-26,Ndrg2,,1.2013189671629969e-08,3.3112411531520914e-07,Ldhb,,1.9399772829448946e-10,6.27526535987299e-09,Dkk3,,1.0596891351775919e-12,4.189518459681914e-11,Parvb,,3.1649024997105305e-25,1.2903571233194808e-23,Gng2,,2.559926184711029e-13,8.465047977290215e-12,Smox,,8.153093185659024e-07,3.159525418680141e-05,Lrg1,,9.796376679154518e-20,3.9125528900215086e-18,Cyyr1,,9.382696462898365e-10,3.825403537060854e-08
Sema7a,,8.399379172358553e-201,3.1309685791058453e-199,Flna,,2.2179735303249393e-83,8.59519643335823e-82,Scd2,,8.289844841484072e-43,2.554838796029028e-41,Gfpt2,,1.0058477910624781e-44,3.4233810906248167e-43,Zcrb1,,7.599994969215966e-175,2.9451861692585436e-173,Ndufa12,,1.2912259217426285e-07,5.365029997559075e-07,Ptpn6,,1.1681084678321295e-96,4.7133778794793354e-95,Ncf2,,0.4336161001884826,0.6361219700666121,Tspan13,,1.4868813471916801e-52,5.999642879286842e-51,Gpm6a,,1.319051711478551e-27,5.268131019109233e-26,C1qtnf3,,1.3051874242670575e-08,3.5723801248820023e-07,Adap2,,2.262675595549271e-10,7.1674288151053064e-09,Mt2,,1.3751439106785343e-12,5.382313266395784e-11,Abcb1a,,7.998348695664047e-25,3.199251434570892e-23,Ripor2,,3.5318299392953937e-13,1.133080523147719e-11,Cst6,,9.685587845166604e-07,3.716606943723734e-05,Fam107b,,3.3103591985264e-19,1.308762212427508e-17,Srgn,,9.795998178227724e-10,3.950766227486423e-08
Gm12216,,6.816323805809284e-199,2.493373025788555e-197,Clip4,,4.744399559561749e-82,1.8205470466788907e-80,Lepr,,3.71232428199337e-42,1.135159159353285e-40,Fst,,3.7465813326536753e-44,1.2641482186212486e-42,Cyc1,,6.114166266746307e-172,2.3233831813635967e-170,Coq10a,,2.3710367064171128e-07,9.537757110911183e-07,Rab7b,,3.4645694419683723e-96,1.3837066118228786e-94,Tinagl1,,0.434041309038261,0.6365071875517997,Plk2,,5.05651201125636e-52,2.019508980822183e-50,Tead1,,1.5262723762166512e-27,6.034171798496942e-26,Tead1,,1.8247385569944576e-08,4.925535663500901e-07,Pgm5,,2.270723487667496e-10,7.1674288151053064e-09,Insc,,1.4714229184921718e-12,5.702128022750852e-11,Ushbp1,,8.01038938650862e-25,3.199251434570892e-23,Ltb4r1,,4.072026991964695e-13,1.291965061684208e-11,Pdzrn3,,1.0088259341295107e-06,3.833538549692141e-05,Arhgap30,,3.387128085677271e-19,1.3257219327340839e-17,Tmem255b,,9.892056471478525e-10,3.950766227486423e-08
Rasal2,,9.07581735132001e-199,3.289143436395048e-197,Phlda1,,1.7683733167231156e-81,6.71981860354784e-80,Fam46a,,9.985250500338099e-41,2.9607780650244935e-39,Jun,,9.237856706648251e-44,3.090339414514637e-42,Ndufb7,,2.85901488665749e-171,1.0759792563824438e-169,Art1,,6.603018674653428e-07,2.5362330807255656e-06,Pf4,,1.927149589279908e-95,7.619054032769252e-94,Fam213a,,0.4483327731522533,0.650880739657982,Scarb1,,1.049685317920987e-51,4.149968014487619e-50,Ppp1r9a,,2.0346662293587055e-26,7.963683621709973e-25,Siah2,,3.608484535244295e-08,9.415738980630779e-07,Cacna1h,,2.5869369490346046e-10,8.100216974817152e-09,Sdc4,,2.0851935809946865e-12,8.001419290209022e-11,Epha4,,9.593638021518698e-25,3.7928787087095136e-23,Malt1,,4.136840375082892e-13,1.2922991081735303e-11,Ngfr,,1.0475928323415205e-06,3.9425753324852994e-05,Pirb,,4.879619002996605e-19,1.8909731463097734e-17,Ephb4,,1.0139855081033948e-09,4.00882755425928e-08
Myo1b,,2.806611532365216e-197,1.0078052786860052e-195,Thbs2,,8.381958038053657e-80,3.1545176693213474e-78,Tbx15,,1.988113684152497e-40,5.8507345562202055e-39,Sned1,,1.08652676871176e-43,3.603954044693075e-42,Mlf1,,1.436428057711013e-169,5.354456588458004e-168,Ankrd9,,9.867804188872051e-07,3.724453770033289e-06,Mpeg1,,2.8368297686371428e-95,1.1103351714445777e-93,Samsn1,,0.4596278986702258,0.6641132600123195,Ier5l,,1.8393551443830734e-51,7.19923603511535e-50,Itgb4,,5.534058629907611e-26,2.1445847007384544e-24,Camta1,,4.579728329815384e-08,1.171572332215517e-06,Lin7a,,2.762770865055435e-10,8.58213108398966e-09,Egfl6,,3.447654727949749e-12,1.3101087966209048e-10,Shank3,,1.660268048545647e-24,6.498289142007663e-23,Tespa1,,4.1601861939158104e-13,1.2922991081735303e-11,Rgs16,,1.1147828862349418e-06,4.155485920689107e-05,Cd33,,8.391638346366723e-19,3.22008553800778e-17,Tmem173,,1.1722654667243549e-09,4.558994315167965e-08
Rsad2,,9.128503569151543e-194,3.2188254927620845e-192,Igf1,,8.921826680469662e-77,3.2943424176753073e-75,Ctgf,,4.795992868401412e-40,1.400859409471875e-38,Gnb4,,1.2493029840066563e-43,4.1090519994975236e-42,1500011K16Rik,,2.320212262097322e-169,8.567274333819734e-168,Fabp3,,4.037598847917217e-06,1.4288573138108488e-05,Gas7,,2.9285084531003913e-95,1.134869513409399e-93,Emid1,,0.4742561992609938,0.6779542600100547,Cdh5,,6.989690046015969e-51,2.7086779049610397e-49,Slc27a1,,9.025227887023288e-26,3.463209995079328e-24,Abca8b,,5.4829683142225385e-08,1.384537934314001e-06,Pde5a,,3.17035506886844e-10,9.770684834292186e-09,Spock2,,9.787549776373164e-12,3.648425697592816e-10,AW112010,,1.7437903564776686e-24,6.757619262627322e-23,Gata3,,4.594616908594839e-13,1.41220018156538e-11,Tnfaip6,,1.250548775518744e-06,4.617592365453174e-05,Syk,,9.732457262516608e-19,3.6983337597563114e-17,Eln,,1.1764395141337876e-09,4.558994315167965e-08
Gbp4,,3.4194833845467395e-193,1.1949873184924945e-191,Cxcl1,,1.0670150512754058e-75,3.903081224945737e-74,Dab2,,9.506620940186787e-40,2.735949585286109e-38,Sfrp1,,1.5017096204769625e-43,4.898076212122359e-42,Cib2,,1.5014639618048734e-168,5.492270978041378e-167,Jph1,,6.922504979357714e-06,2.3767267095794817e-05,Fyb,,4.6321833983902e-95,1.777486845225416e-93,Heph,,0.47944800683794697,0.6828819136694776,Fam162a,,7.504553488309409e-51,2.879688466004218e-49,Sncg,,2.970894025707302e-25,1.1289397297687748e-23,Pim1,,5.908539120913337e-08,1.472995039442981e-06,Opcml,,3.4255883108866276e-10,1.0474806756883014e-08,Nt5e,,2.1567709442556444e-11,7.963774977185465e-10,Rgcc,,2.078207104614937e-24,7.974610399473395e-23,Pik3cd,,4.815457751618145e-13,1.4610621426227456e-11,Ank,,1.6180681996425683e-06,5.918802741496273e-05,Acod1,,1.1274782871164705e-18,4.243221169013332e-17,Icam2,,1.2472924208013566e-09,4.786178955898539e-08
Ccm2l,,1.9067789601176474e-190,6.5466077630705895e-189,Cry2,,3.0353430286446527e-75,1.1000307976032565e-73,Cntfr,,2.8846709131455186e-39,8.181595618877941e-38,Cpxm1,,2.117329673387347e-43,6.848949042676097e-42,Sdhb,,3.059112050391745e-166,1.1086448671512305e-164,Mybpc1,,8.196447458761935e-06,2.7993800483066504e-05,Arhgap45,,8.871656211201887e-95,3.371229360256717e-93,Tll1,,0.48449667112085837,0.6883194086268746,Adgrl4,,1.0818282692737722e-50,4.110947423240335e-49,Mvb12b,,5.279510912802205e-25,1.986923626221907e-23,Plxna2,,6.262857032265858e-08,1.5514444572334538e-06,Acss1,,4.657193840300648e-10,1.4130431543361812e-08,Piezo2,,3.0786623156167544e-11,1.1261574115256054e-09,Amd1,,2.271642948160291e-24,8.632243203009106e-23,Trbc1,,8.5462321735875e-13,2.5150340396557498e-11,Cyp1b1,,1.7649424669011034e-06,6.33760074812011e-05,Plbd1,,1.3351948111384474e-18,4.9770976102817934e-17,Apoe,,1.2726239476828106e-09,4.83597100119468e-08
Hspa1a,,3.0878256853984665e-190,1.0509347593608346e-188,Daglb,,4.1133872617267954e-75,1.4770456644402457e-73,Aebp1,,6.099600934436662e-39,1.7052741469560784e-37,Jund,,6.6414820499399874e-43,2.1307180937266485e-41,Mdh1,,5.631785126255286e-164,2.0222758701067147e-162,Atp5o-1,,8.942468352428587e-06,3.0356306271817422e-05,Nfam1,,1.0434277251113958e-94,3.926900111621157e-93,Prkcq,,0.4860116416885166,0.6902211776374652,Hspa1a,,2.6968755798102123e-50,1.0149587518631895e-48,Matn2,,8.6906534079287e-25,3.239544517965041e-23,Serinc2,,7.941850681652887e-08,1.954993935093673e-06,Rem1,,4.910550416415798e-10,1.478453409988572e-08,Gpm6b,,4.192137850566268e-11,1.5192618099181825e-09,Rassf9,,2.414679410345798e-24,9.087553088551397e-23,Glipr1,,8.769217156459297e-13,2.561396712715051e-11,AC130815.2,,2.6064513354330402e-06,9.028009315827363e-05,Cxcr4,,1.486300725232418e-18,5.4880953193959285e-17,Egfl7,,1.550410795410676e-09,5.834911397343641e-08
Cbfa2t3,,3.1421533003468362e-189,1.0422362726743659e-187,Maf,,1.8515547084160976e-73,6.376200144547513e-72,Abca6,,5.563650467074882e-38,1.5123931250488304e-36,Lox,,8.52026140325387e-42,2.585139777700438e-40,Mrpl51,,1.0581553456432822e-162,3.765109111679824e-161,Ppp1r14c,,1.1768847175431606e-05,3.9437729319040505e-05,Fxyd5,,3.228314865000318e-94,1.2033927982486898e-92,Slfn3,,0.5054834453501642,0.7060892951822065,C1qtnf9,,3.4858263160029337e-50,1.2993832572224268e-48,Sorcs1,,1.6107301317939035e-24,5.947545033812583e-23,Speg,,8.553516960524745e-08,2.0808900579472036e-06,Foxs1,,5.546109995931287e-10,1.657059123975195e-08,Cdh2,,6.000476209916734e-11,2.135078535055827e-09,Gbp4,,2.9642591764229735e-24,1.1049628968113827e-22,Stat4,,1.900078761781933e-12,5.3890639663873086e-11,Serpine1,,3.012515594388466e-06,0.00010342970207400398,Rdh12,,1.5547268944227359e-18,5.687103798851017e-17,Lgals3,,1.6837499794520816e-09,6.276378494833759e-08
Jun,,1.0559292817045483e-188,3.4730312677240355e-187,Ptx3,,1.8571456731691787e-73,6.376200144547513e-72,Cxcl14,,5.314695103743945e-37,1.4150827643574014e-35,Agtr1a,,2.802961728787894e-41,8.24871594471866e-40,Klhl31,,2.2599556975780193e-157,7.968888829117447e-156,Cavin4,,1.2586829582652083e-05,4.1963246155451665e-05,Ap1b1,,7.906581886461866e-91,2.9194680663784665e-89,Klhl3,,0.5349717595731711,0.7310983548514223,Lin7a,,5.177353320925737e-50,1.9117132922738996e-48,Kmt5a,,1.7615492697824265e-24,6.44364845040039e-23,Cdkn2c,,1.2557253214664158e-07,2.9430592264787735e-06,Vstm4,,6.514087301368416e-10,1.9170028344027052e-08,Actn1,,9.464761683401129e-11,3.3373943449398214e-09,Palmd,,5.3126756153302936e-24,1.9616804111700726e-22,Atp2a3,,1.9347479531946556e-12,5.447916178995599e-11,Egr3,,3.097272083518609e-06,0.00010541498204253771,Actn1,,2.3437821058118085e-18,8.416112992795797e-17,Sox17,,2.0589625942403336e-09,7.602622258355346e-08
Enah,,6.191367279827171e-186,2.0027282258878965e-184,Limch1,,1.6300276243588414e-72,5.547763584122179e-71,Pdgfrl,,2.0324010030252683e-36,5.374876706649257e-35,Nbl1,,5.6761407376204795e-39,1.5983032264062271e-37,Suclg1,,3.6315046091456404e-157,1.2690811643032177e-155,Idh3a,,1.4490831479573231e-05,4.762142267930279e-05,Rac2,,9.630193722395291e-91,3.5226708625659035e-89,N4bp3,,0.5359526234425489,0.7319325080789032,Gpihbp1,,6.794189860591559e-50,2.4852765527434918e-48,Fos,,1.7949526234701322e-24,6.448958977008055e-23,Chka,,1.620846280893745e-07,3.731760202010658e-06,Ndrg2,,7.94881547276264e-10,2.287622335323013e-08,Fam46a,,1.145297862570746e-10,4.00240699473384e-09,Cracr2b,,1.1448629987113177e-23,4.187844651360839e-22,Gpr65,,2.2619387715942652e-12,6.323734537157111e-11,Gjc3,,3.7327956697821463e-06,0.00012594967458213208,Ifitm6,,2.6765683007022437e-18,9.523716662680529e-17,H2-Q6,,2.235223293474639e-09,8.168870888130816e-08
Nos3,,2.318532627622601e-183,7.438308774192508e-182,Lgi4,,5.524665978811946e-72,1.8640985035405132e-70,Zeb2,,4.560793994933243e-35,1.1744044536953103e-33,Slc5a3,,1.241552960615514e-38,3.4710273484636584e-37,Timm8b,,2.236749841911902e-154,7.747468036498394e-153,Ndufa5,,1.5587941162738694e-05,5.0885072319398874e-05,Mafb,,2.06432303163523e-89,7.481259579463232e-88,Hba-a2,,0.5388454604913476,0.7333244549245949,Fabp5,,7.003653603951554e-50,2.538175944987628e-48,Svip,,1.7959543395346905e-24,6.448958977008055e-23,Tmem176b,,1.9894486143662787e-07,4.553626828438371e-06,Impa2,,1.935372557948549e-09,5.3723746041210076e-08,Ctsd,,1.4312337661736214e-10,4.9139025971961e-09,Hotairm1,,1.368463617486803e-23,4.959413517447544e-22,Il2rb,,2.8551137473732125e-12,7.925471778169329e-11,Rab20,,3.996913277206491e-06,0.0001337087057007368,Pkm,,2.9901880084965868e-18,1.0543780058788865e-16,H2-Q7,,2.2540573733217378e-09,8.168870888130816e-08
Gimap4,,6.786743554505808e-182,2.1596190465313606e-180,Cotl1,,4.523850324307523e-69,1.4755291807783037e-67,Myc,,5.126009975186963e-35,1.3113204603190701e-33,Scd2,,1.3224257534887674e-38,3.645052393771152e-37,Ccng1,,4.670315325986569e-150,1.603474928588722e-148,Nexn,,2.1554475280901357e-05,6.875649246083775e-05,Marcksl1,,3.370563908176982e-89,1.2103107464774962e-87,Hba-a1,,0.5510895136067315,0.7450421135383918,Itga6,,7.349413662893073e-50,2.6390463372994025e-48,Mmp15,,2.4906240989493086e-24,8.862093384806904e-23,Fxr1,,2.3099446311537734e-07,5.226082824471601e-06,Cystm1,,1.9864965624633456e-09,5.475456017944743e-08,Hbegf,,2.26622395224089e-10,7.713043955713777e-09,Irf7,,4.3382035013066664e-23,1.557773257258192e-21,Lmo4,,3.29073435844433e-12,9.006947048217558e-11,Aldh1a1,,4.558583605298543e-06,0.000149935262446542,Cdk2ap2,,5.269159727561134e-18,1.8413831405066322e-16,Adgrg6,,3.357737747187861e-09,1.205705095641586e-07
Gbp9,,1.6554041936420684e-179,5.142263503107186e-178,Eln,,1.5821239492137212e-65,4.9146294739861146e-64,Id2,,8.041311197404132e-35,2.0437462354960892e-33,Sdc4,,2.968725131168513e-38,8.013510457512801e-37,Art1,,6.141003379181647e-149,2.0900771500971277e-147,Myom1,,2.6296522061826336e-05,8.273680655143752e-05,Gng2,,3.4919698268382716e-89,1.242506354749545e-87,Pglyrp1,,0.5600052684605964,0.7499616529393976,Smco4,,1.1604730950476266e-49,4.129174267287646e-48,Apod,,4.947579689923372e-24,1.7290024023535785e-22,Cobl,,2.4601471422291426e-07,5.5339171923476225e-06,Akap6,,2.2650400865380465e-09,6.199557271825115e-08,Sema3c,,2.4405603272405556e-10,8.234787173120288e-09,Clic5,,5.337342171454328e-23,1.899123387188385e-21,Tes,,3.582290135161089e-12,9.736863603486459e-11,Prkca,,5.793570022984652e-06,0.0001858691235242781,Chil1,,1.1149861071444732e-17,3.8619961268703258e-16,Rgs16,,3.7321319144813515e-09,1.3279603921163645e-07
Dysf,,1.266236245720214e-177,3.902400524211746e-176,Angptl1,,1.7035598962217463e-64,5.250183806151115e-63,Fhl1,,1.1111818591448012e-33,2.7526365801852866e-32,Trib1,,9.698747440653771e-36,2.5477112404509305e-34,Pigp,,9.811380086136953e-147,3.310494970443106e-145,Mylk4,,3.7508842589185734e-05,0.00011460547220458467,Cst3,,4.833636980178636e-89,1.704401364001728e-87,Gm15655,,0.5633842367244715,0.752589045235352,Kdr,,1.817980035677145e-49,6.410426900576887e-48,Ppm1l,,6.225911021645883e-24,2.1564792689134504e-22,Slc38a1,,2.7741089641871577e-07,6.169240048766214e-06,Ccdc141,,3.053248889091267e-09,8.11953627108837e-08,Gnai1,,5.478795784482249e-10,1.8328210855097026e-08,Ucp2,,1.2294504899881e-22,4.335197493525607e-21,Satb1,,4.2281852290361556e-12,1.1413184128584492e-10,S100b,,7.426099036122737e-06,0.0002288641860423968,Pim1,,1.918357424145204e-17,6.5863604895652e-16,Tspan13,,3.969204287355147e-09,1.3995914937574816e-07
Ggta1,,8.811437212052806e-177,2.6529204036903604e-175,Gem,,3.574272498508378e-64,1.0929455124345147e-62,Kcnq1ot1,,2.138472617277449e-33,5.231238640014959e-32,Dio2,,7.002798482633836e-35,1.8151624676178036e-33,Gmpr,,1.7333099653671965e-145,5.798440345681373e-144,Gm12224,,3.987765218401495e-05,0.00012146391490134982,Ninj1,,5.569779502717506e-88,1.9464390155032428e-86,Thsd4,,0.5742530169470883,0.7627012171242395,Cspg4,,2.9213765006187886e-49,1.0209167520912445e-47,Maf,,2.6329636635134798e-23,9.03984191139628e-22,Emd,,2.967220498712364e-07,6.5245511415506695e-06,Cbfa2t3,,3.07023854910853e-09,8.11953627108837e-08,Tmem176b,,7.218003718363265e-10,2.394175131667273e-08,Ppp1r16b,,1.2662269889965664e-22,4.425011102618358e-21,Inpp4b,,5.634258836379074e-12,1.5104444579169656e-10,Fbn1,,7.551013212892311e-06,0.00023021279982676202,Ucp2,,4.60036013077491e-17,1.5657225697263478e-15,Acer2,,4.382529262731912e-09,1.531537458422563e-07
Eepd1,,1.4775486082017707e-175,4.414599429390633e-174,Sdc4,,1.898653945989731e-62,5.6297966246998536e-61,C4b,,2.822540633631026e-33,6.861754062131576e-32,Gm2a,,2.9637619063881e-34,7.631686908949358e-33,Nexn,,3.4421826184588246e-144,1.1417544719193085e-142,Myf6,,5.141426825350728e-05,0.00015373219705441365,Tpd52,,2.678975661999311e-87,9.279213045190534e-86,Fabp5,,0.5919659719678065,0.7769801523413798,Isg15,,3.2481781032335212e-49,1.1250769111553983e-47,Nrbp2,,5.57681680953918e-23,1.898057477611857e-21,Mybpc1,,3.4486673991516e-07,7.540829162167242e-06,Zeb2,,4.410021630171374e-09,1.1431009708934276e-07,Col8a1,,1.424177598312731e-09,4.569041901472155e-08,Ccm2l,,3.465512802278425e-22,1.2003554962936067e-20,Gpr183,,5.979565027575778e-12,1.592110035233442e-10,Slc27a1,,7.587493913554497e-06,0.00023021279982676202,Snx20,,6.260229843029328e-17,2.11228789703593e-15,Mgll,,4.526284578736768e-09,1.567776800104045e-07
AC160336.1,,1.5953015459225596e-175,4.730310796015832e-174,Sbno2,,8.586277840502757e-62,2.489384553165021e-60,Ugdh,,6.395574658633978e-33,1.5452024206107032e-31,Hsph1,,5.253266609962337e-34,1.3438748700256592e-32,Macrod1,,3.4811634517316485e-144,1.1449809874014851e-142,Rragd,,7.588211416513849e-05,0.00022000192210544592,C5ar1,,5.088866875422414e-86,1.747177627228362e-84,Rbp7,,0.5923027583819653,0.777161581061687,Egfl7,,4.416432845407916e-48,1.5163086102567177e-46,Paqr6,,9.360579631935421e-23,3.15838867925821e-21,Prelp,,3.5030429856480573e-07,7.617172358792498e-06,Kcne4,,4.727054889600122e-09,1.2172166340720315e-07,Gas6,,2.3078147255370147e-09,7.2262294686015e-08,Cd24a,,5.204599894205206e-22,1.7869126303437874e-20,Isy1,,1.0653991319913409e-11,2.8175487855500735e-10,Phlda3,,8.254383917500002e-06,0.0002485204511776539,Padi4,,6.582392776310403e-17,2.202007292861446e-15,Fam43a,,4.848686685614718e-09,1.6647157620610533e-07
