0_names,0_logfoldchanges,0_pvals,0_pvals_adj,1_names,1_logfoldchanges,1_pvals,1_pvals_adj,2_names,2_logfoldchanges,2_pvals,2_pvals_adj,3_names,3_logfoldchanges,3_pvals,3_pvals_adj,4_names,4_logfoldchanges,4_pvals,4_pvals_adj,5_names,5_logfoldchanges,5_pvals,5_pvals_adj,6_names,6_logfoldchanges,6_pvals,6_pvals_adj,7_names,7_logfoldchanges,7_pvals,7_pvals_adj,8_names,8_logfoldchanges,8_pvals,8_pvals_adj,9_names,9_logfoldchanges,9_pvals,9_pvals_adj,10_names,10_logfoldchanges,10_pvals,10_pvals_adj,11_names,11_logfoldchanges,11_pvals,11_pvals_adj,12_names,12_logfoldchanges,12_pvals,12_pvals_adj,13_names,13_logfoldchanges,13_pvals,13_pvals_adj,14_names,14_logfoldchanges,14_pvals,14_pvals_adj,15_names,15_logfoldchanges,15_pvals,15_pvals_adj,16_names,16_logfoldchanges,16_pvals,16_pvals_adj,17_names,17_logfoldchanges,17_pvals,17_pvals_adj
Lrrc38,7.2012897,0.5236884461573543,0.6632473456312388,Camp,2.1839566,0.9141017201971489,0.9579100757300242,AK157302,2.735365,0.8435682681547747,0.950975788974393,Slc8a3,1.7162304,0.8367206645074137,0.9561393703597371,Mki67,3.4084764,0.5616723804221804,0.6631631061756905,Herc3,,0.06900959823759713,0.11925102317967115,Gm45871,1.7561356,0.9547985185167703,0.986587670896448,Plekhb1,,0.18162024038714464,0.32971318222415774,Phkb,,0.1316381173419482,0.25381664150788,Ubqln4,,0.8802426331997036,0.9971442321924543,Mstn,2.7380083,0.7842845554148223,0.9991633627226493,Prx,,0.6724058018085708,0.9939609951457249,Klra2,2.4378169,0.8558389023099041,0.9995783364334992,Hemk1,2.2293425,0.9645079229509022,0.9999339464374115,Gm48882,2.6777825,0.8939960227171746,0.9843105952508031,Frat1,3.1223722,0.8216487510081888,0.9994566113593073,Mlip,,0.5924963790387594,0.9048110915168569,Flrt3,7.0531173,0.9954553738854135,0.9991555522651867
Timm29,,0.5227819121252092,0.6624047925082773,Ctsw,1.3297421,0.914070405064745,0.9579100757300242,Ecsit,,0.8429150214965284,0.9507692778493984,Cd3e,1.6883386,0.8346568332069844,0.954102466463825,Dhrs9,3.943032,0.5553645131467583,0.6567059530079794,Zfp952,,0.06886145608856784,0.1190475879552361,Nudt22,,0.9547121013783881,0.986587670896448,Tmem182,,0.1815701791204385,0.32971318222415774,Arntl2,,0.13164225402682586,0.25381664150788,Zfp966,2.5292695,0.8801002779852494,0.9971442321924543,Donson,5.313248,0.7832237977775114,0.9991633627226493,Fndc10,4.3337426,0.6721693731771392,0.9939609951457249,Tatdn3,4.4362855,0.8554166020518951,0.9995783364334992,Tmc4,2.8582835,0.9643759470349199,0.9999339464374115,Sapcd1,3.331336,0.8937951146256602,0.9843105952508031,Egfl6,4.0543528,0.8216487510081888,0.9994566113593073,Adal,5.7407327,0.5924963790387594,0.9048110915168569,Prss34,0.5417995,0.9952735909262295,0.9991555522651867
Stk32c,,0.5225565094031402,0.6623336068017781,Jrk,1.4017891,0.9137196847065777,0.9579100757300242,Mlst8,1.1518222,0.8427662774477218,0.9507692778493984,Npat,,0.8337937304933225,0.9536809242861105,Gal3st1,5.0771656,0.5553645131467583,0.6567059530079794,Sass6,,0.06841694252508075,0.11833138004558819,Otop1,1.6840574,0.9546256847723996,0.986587670896448,Adgrg6,,0.18132457231899657,0.3294820687356326,Slc16a6,,0.1327545217414217,0.25583515415850544,Epha2,,0.8795166621667948,0.9971442321924543,Akap6,6.580447,0.7828137460407661,0.9991633627226493,Brca2,6.1009483,0.6712682866041062,0.9939609951457249,Ganc,,0.855254189894104,0.9995783364334992,Zfp185,2.8172853,0.9643429532082752,0.9999339464374115,1110034G24Rik,5.22712,0.8937616306058712,0.9843105952508031,P2ry10,3.632677,0.8216487510081888,0.9994566113593073,A430046D13Rik,5.9469166,0.5924963790387594,0.9048110915168569,Akr7a5,,0.9950615111179255,0.9991555522651867
Cd69,,0.5222118724286653,0.6621111981489459,Rtp4,,0.9136069567276616,0.9579100757300242,Otub2,2.1526282,0.8409559316822967,0.9497126138193079,Gdf15,,0.8336534074879554,0.9536809242861105,Mx1,4.8386602,0.5553645131467583,0.6567059530079794,Npr3,,0.06838882551031507,0.11833138004558819,Mief2,4.158419,0.954236816661002,0.986587670896448,Slc11a1,,0.1799600583181875,0.32715451382135896,Fahd1,,0.1335934873780493,0.2571986766343753,Dhx8,,0.8791608309638952,0.9971442321924543,Ephx2,3.5702305,0.7827430535600809,0.9991633627226493,Cd2,4.549977,0.6707662465666671,0.9939609951457249,Map2k3os,3.0073757,0.8547020344624281,0.9995783364334992,Ccdc51,2.052812,0.9642439720948861,0.9999339464374115,Fmod,,0.8935607304652835,0.9843105952508031,Abhd17c,3.8704278,0.8209779698179405,0.9994566113593073,Osgepl1,,0.5922308146998101,0.9048110915168569,Zfp952,4.0691504,0.9947888375934699,0.9991555522651867
Csf2rb2,,0.522114688255995,0.6621111981489459,Tsen54,,0.9115718916374488,0.9565395131016018,Senp8,2.276521,0.8407361610331062,0.9497126138193079,Ccl12,2.0770545,0.8332535160051047,0.9536809242861105,Dusp15,,0.5541856516417334,0.6559064531375097,Nppc,,0.06827480101366555,0.11824228812720664,Tmcc2,,0.9531998885403653,0.9862078677628838,Cd48,,0.17779989799728724,0.32367851198203823,Slc11a1,,0.13406694283116175,0.25793722365218075,Ddx20,3.5226583,0.8791465982229285,0.9971442321924543,Il1b,6.5719633,0.7825027125479758,0.9991633627226493,Sfrp5,6.6860123,0.6707662465666671,0.9939609951457249,Mettl11b,2.2959979,0.8536791111761712,0.9995783364334992,Ppp1r14a,,0.9641779849919783,0.9999339464374115,Olfr56,2.8168464,0.893510506496651,0.9843105952508031,Traf1,4.480836,0.8209779698179405,0.9994566113593073,Immp2l,5.892504,0.5912796579791796,0.9048110915168569,Stfa1,0.5236658,0.9940920080933375,0.9991555522651867
Mapk8,,0.5217525382699502,0.6621111981489459,Rbks,5.012952,0.911409111304326,0.9565395131016018,Adam11,1.6482462,0.8401867887483137,0.9497126138193079,2810032G03Rik,1.7849938,0.8317806045791842,0.9524836999189371,Top2a,3.0070038,0.5513613902831718,0.6531288214637339,Drp2,,0.06821207168612783,0.11818594447963891,Pwp2,,0.9525842498384767,0.985831505517662,Gm20300,,0.17723159825501145,0.32279407890652156,Zfp943,2.6340835,0.13410890396836683,0.25793722365218075,Ctbs,2.8038182,0.8791323655210141,0.9971442321924543,Il1rn,2.7898006,0.7818948838799008,0.9991633627226493,Gpr35,4.5165825,0.6707662465666671,0.9939609951457249,Lgi1,2.5485265,0.8536791111761712,0.9995783364334992,Dis3l,2.833076,0.9630562421480056,0.9999339464374115,Iqcc,2.7987962,0.8934602829550222,0.9843105952508031,Il7r,4.0222187,0.8200693783871951,0.9994566113593073,Miga2,5.2445097,0.5912796579791796,0.9048110915168569,Cd82,,0.9937587433709764,0.9991555522651867
Dhx37,,0.5217525382699502,0.6621111981489459,Elane,1.0809683,0.9076161448222618,0.9541793152925955,Rnf157,,0.8401092365719312,0.9497126138193079,Adig,1.7974466,0.8316263336582131,0.9524836999189371,Gm10791,5.8527203,0.5511655240688996,0.6531219682729861,Mterf2,,0.06777921649919108,0.1174879775809716,Calca,0.96892935,0.9518606405497061,0.9853431756444193,Pgf,,0.17676276677166425,0.3220900694340288,Wdr5b,,0.13474375247657888,0.2590309662049753,Slc2a6,2.6913946,0.8791039002343599,0.9971442321924543,Gm765,3.4934905,0.7818948838799008,0.9991633627226493,Urod,,0.6695855558582261,0.9939609951457249,Pitx2,2.3543348,0.8536791111761712,0.9995783364334992,Stfa2l1,0.947025,0.9626768455651975,0.9999339464374115,Fgfbp1,1.916684,0.8930585100180004,0.9843105952508031,Dmkn,3.285363,0.8200693783871951,0.9994566113593073,Mypn,,0.5912796579791796,0.9048110915168569,Nudt13,,0.9935163697080566,0.9991555522651867
2300009A05Rik,,0.5217083824782399,0.6621111981489459,Mrps28,,0.9067652042468035,0.9535408407904323,Prrg1,,0.8395211831309595,0.9497126138193079,Otop1,2.0891836,0.8310724143148411,0.9524836999189371,Gabrr1,4.1131306,0.5511655240688996,0.6531219682729861,Donson,,0.06759065648730801,0.11721303920749825,Tcte2,1.6161199,0.9513314588493191,0.9850559073905384,Trub1,,0.17591675521485195,0.3206978015421195,Fopnl,,0.1351570147565828,0.2596978673329725,Ltf,1.5372627,0.878833487809894,0.9971442321924543,H2-DMb2,3.006457,0.7818948838799008,0.9991633627226493,Ptpn4,2.9992409,0.6691282574442339,0.9939609951457249,Cpt2,4.9940257,0.8531109266295778,0.9995783364334992,Ctsg,0.92992246,0.9626768455651975,0.9999339464374115,Itgb6,1.9551458,0.8930585100180004,0.9843105952508031,Pla2g2d,4.2871637,0.8200693783871951,0.9994566113593073,Fblim1,6.333727,0.5912796579791796,0.9048110915168569,Kcnk7,3.3332157,0.9935163697080566,0.9991555522651867
Gm26899,4.782057,0.5213728612908903,0.6621111981489459,Hgf,2.0425398,0.9041004550312409,0.9512497798366336,Mmp12,1.5845635,0.838797548045603,0.9497126138193079,Retn,1.8328224,0.8292289598672891,0.9506743259872786,Pcdhga4,5.213451,0.5469822068920063,0.6487540478107008,Nkd1,,0.06758738100476214,0.11721303920749825,Rnf157,,0.9506295162791736,0.9847685093297452,Rcan3,,0.17523325903267184,0.3196006411248265,Ndufa5,,0.13525414663354948,0.25975698229819066,Col6a5,2.0999613,0.878833487809894,0.9971442321924543,Slc2a6,2.8365781,0.7818948838799008,0.9991633627226493,Rnf165,5.273562,0.6687153191583328,0.9939609951457249,2300009A05Rik,,0.8529972988549335,0.9995783364334992,Clcn1,1.6490376,0.962000550932899,0.9999339464374115,Zc2hc1c,2.9898102,0.8929245917990365,0.9843105952508031,Pclaf,3.0150683,0.8200693783871951,0.9994566113593073,Prx,,0.590064086676872,0.9046262574435084,Rrp12,3.4775069,0.9933951830995655,0.9991555522651867
Mrps23,,0.5195735425043602,0.6606922824438161,Rnf157,,0.9038377912627131,0.9512291247653292,Neu3,2.5841157,0.8370665469739144,0.9485461681690506,Zfp322a,,0.8292289598672891,0.9506743259872786,Gm48529,4.226492,0.5469822068920063,0.6487540478107008,Fam105a,,0.06677259827671321,0.11589709519071198,Tbl3,,0.9490313908146071,0.9839758579200987,Zfp367,,0.17454290853035104,0.31848995057706014,Hey2,,0.13566861745784922,0.26042519309956935,Ednrb,,0.8784065496126887,0.9971442321924543,Atp2a1,,0.7816404834934542,0.9991633627226493,Col11a1,5.9853024,0.6687153191583328,0.9939609951457249,Gpr37l1,4.6806116,0.8525265877374895,0.9995783364334992,Arpc5l,,0.9618356051514576,0.9999339464374115,Ugt8a,4.0968776,0.8926902422643399,0.9843105952508031,Kcnj12,3.2017372,0.8200693783871951,0.9994566113593073,Zbtb40,5.8930044,0.587636404045869,0.9012574002490327,Olfm4,0.57802945,0.9929104382172917,0.9991555522651867
6330403L08Rik,,0.5194237440376104,0.6606922824438161,Pclaf,3.1593926,0.90288728673693,0.9509122326203677,Zbtb12,2.6204438,0.8350781617584422,0.9468412297573994,Ccr7,1.8128997,0.8292289598672891,0.9506743259872786,Arnt2,5.032466,0.5469822068920063,0.6487540478107008,Matn4,,0.06662356282507186,0.11568971823306622,Xirp1,2.900571,0.9488154434960622,0.9839758579200987,Tbrg4,,0.17451639719688083,0.31848995057706014,Optn,,0.13585926401570056,0.2606633134105157,Recql5,3.0181823,0.8779796467743352,0.9971442321924543,Rpp30,,0.7805948609605053,0.9991633627226493,Nt5e,5.614117,0.6687153191583328,0.9939609951457249,Dusp28,10.105811,0.8519261015444967,0.9995783364334992,Chl1,2.6548772,0.9616706610035166,0.9999339464374115,Chac2,,0.8917194656647909,0.9843105952508031,Zfp85,3.687318,0.8200693783871951,0.9994566113593073,Timmdc1,5.2892976,0.5874159349441543,0.9012574002490327,Mcpt8,0.65874445,0.9929104382172917,0.9991555522651867
Fastkd1,0.61432916,0.5189216413054283,0.6602923615310294,Slc2a12,,0.9015555641965147,0.9501045983481848,Jrk,2.4863744,0.83467802940073,0.9467422933979273,Itgb6,1.6539094,0.828906626857943,0.9506743259872786,Zswim1,1.5774277,0.5443448194579232,0.6464094731062838,Slc38a1,,0.0658103592266477,0.11432833822152645,Prf1,0.9795653,0.9484267478074656,0.9839758579200987,Ptprr,,0.17409262465465014,0.31811322731013103,Brf2,,0.13620719627515596,0.2612028251940032,D830039M14Rik,2.3684278,0.8777804375847342,0.9971442321924543,Lsmem1,,0.7805524792115036,0.9991633627226493,Cnksr1,4.184698,0.6687153191583328,0.9939609951457249,Prkg1,5.1414237,0.8515853232150019,0.9995783364334992,Ltb,4.334081,0.9614397419541014,0.9999339464374115,Rabl3,5.457569,0.8912508728764501,0.9843105952508031,Fzd3,4.8994956,0.8198530826368495,0.9994566113593073,Uxt,,0.5870191870602786,0.9010169012368354,Rab11fip3,7.379491,0.991335036349563,0.9989921040865576
Taco1os,,0.5187763425785844,0.6602923615310294,Prf1,1.1544272,0.9013180089036937,0.9501045983481848,Npr3,7.4951296,0.8343424675154787,0.9467422933979273,Tenm2,3.7667992,0.8288295514906321,0.9506743259872786,Ptx4,4.3296666,0.5440853207866593,0.6462974038115279,Gm13889,,0.06571748759181771,0.11421769379856773,Teddm2,1.3541411,0.9483835601535456,0.9839758579200987,Fam105a,,0.1737488757689697,0.3176333954973131,Bola3,,0.13683691217876504,0.2622819168793763,Kera,2.7643275,0.8770974934814604,0.9971442321924543,Tada2a,4.8334827,0.7801286976009523,0.9991633627226493,Cdh15,5.397091,0.6687153191583328,0.9939609951457249,Ccl12,2.3407094,0.8515204161968106,0.9995783364334992,Mrvi1,9.389957,0.9613572716479686,0.9999339464374115,Aqp4,2.1306279,0.8909329208168457,0.9843105952508031,Atp5g1,,0.8196800559020251,0.9994566113593073,Cysltr1,12.058474,0.5864242980438568,0.9004569252819362,Acvr2b,5.625349,0.9912138529115179,0.9989921040865576
Padi4,,0.5186662817795915,0.6602923615310294,Iglc2,1.4892534,0.9009554415547012,0.949983727975512,Vat1l,2.4895332,0.834316656311415,0.9467422933979273,Mirt1,2.4152658,0.827715646495362,0.9506100470606945,Vezt,,0.5438453392949569,0.6462084571950398,Gm16973,,0.06514504522831634,0.11327308175194588,Cd3d,1.4892471,0.9481460307711003,0.9839758579200987,Stbd1,,0.17325178041156064,0.3168726488461908,Sh3tc2,,0.13753304726768778,0.2634871987301664,Wdr77,,0.8767845079758781,0.9971442321924543,Cda,5.369763,0.7799874515735079,0.9991633627226493,Cep63,,0.6683614517980728,0.9939609951457249,B3gnt5,2.4737806,0.8515204161968106,0.9995783364334992,Tnnt1,1.993647,0.9612253200185725,0.9999339464374115,Rimklb,2.468034,0.8909329208168457,0.9843105952508031,Cox15,5.017529,0.8192907778559502,0.9994566113593073,Ano1,6.73275,0.5864242980438568,0.9004569252819362,Pmaip1,,0.9906079388175995,0.9987736920484503
Sirpb1c,,0.5186662817795915,0.6602923615310294,Mkln1os,1.6667913,0.9001178650947628,0.9493563255135816,Cbr4,,0.8335036949002695,0.9464268818797954,Hba-a1,5.0466413,0.8270782842817108,0.9505108736724422,Tenm2,,0.5428146671651444,0.6451796560231932,Mrc1,,0.06505770953093801,0.11317150004626284,Nhlrc1,1.9889742,0.9469584534062395,0.9839758579200987,Slc15a3,,0.17325178041156064,0.3168726488461908,Dixdc1,,0.1377257119938359,0.26372721954201256,Cd79b,1.7857076,0.8763292907344531,0.9971442321924543,Slc36a2,4.5217915,0.7799027074425465,0.9991633627226493,Echdc1,2.984393,0.6676244648559105,0.9939609951457249,Cd209b,2.8126004,0.8515204161968106,0.9995783364334992,Ms4a1,1.0340786,0.9604831119973821,0.9999339464374115,Gjb1,2.1669006,0.8909329208168457,0.9843105952508031,Zfp870,3.4719808,0.8188582989261142,0.9994566113593073,Gas2l3,,0.5864242980438568,0.9004569252819362,Higd1b,6.764875,0.9899717348550349,0.9986032985392665
Pla2g5,,0.5186662817795915,0.6602923615310294,Ak5,1.9899721,0.9000491137451276,0.9493563255135816,Igkc,2.6927583,0.8313753558608097,0.9448325037279933,Ap1b1,,0.8266160928066522,0.9505108736724422,Cass4,6.3302307,0.5428146671651444,0.6451796560231932,Gm11730,,0.06500535448673606,0.11313070585197195,Zfp777,,0.9461703987708997,0.9839758579200987,Zmynd19,,0.17325178041156064,0.3168726488461908,Zfp185,,0.13779855057209855,0.2637376659849358,F5,2.0398839,0.8763292907344531,0.9971442321924543,Fitm2,10.467376,0.7796908585591366,0.9991633627226493,Pde4d,5.136125,0.6671234967150086,0.9939609951457249,Olfr78,2.2139711,0.8515204161968106,0.9995783364334992,Trdc,0.99078965,0.9604831119973821,0.9999339464374115,Myog,1.9143126,0.8909329208168457,0.9843105952508031,Phb,,0.8185772171634107,0.9994566113593073,Tefm,5.8517413,0.5864242980438568,0.9004569252819362,Ufsp1,3.437686,0.9894567172511047,0.9983845298584233
Rasgef1c,,0.5186662817795915,0.6602923615310294,S100a8,,0.899111670395253,0.9491361736474337,Stard7,,0.8311948261874742,0.9448325037279933,Gm20721,,0.8263990235925655,0.9505108736724422,Clca3a1,4.4700365,0.5428146671651444,0.6451796560231932,Prr7,,0.06500535448673606,0.11313070585197195,Srpk3,2.5243251,0.9461380140853997,0.9839758579200987,Smc2,,0.1730102162960503,0.3168726488461908,Dnaaf5,,0.13822761405315515,0.26442956080354313,Klrd1,2.128079,0.8763292907344531,0.9971442321924543,Plet1os,2.765232,0.7795072694267828,0.9991633627226493,Stard7,,0.666917258823978,0.9939609951457249,Cenpe,2.4327958,0.8515204161968106,0.9995783364334992,Mlycd,,0.9584380957195353,0.9999339464374115,Gm2115,2.0934114,0.8909329208168457,0.9843105952508031,Aurka,3.2286034,0.8184907351564422,0.9994566113593073,Ralgapa2,4.51277,0.586314164090425,0.9004569252819362,Iglc1,0.74688053,0.9893658322415207,0.9983845298584233
Lhpp,,0.5183229696451317,0.6602923615310294,Cmc2,,0.8980056683706944,0.9486623983813489,Gm11273,2.4725938,0.8305243654549921,0.9448325037279933,Sox2,2.1569023,0.8261329568494125,0.9505108736724422,Wif1,6.135841,0.5428146671651444,0.6451796560231932,Flrt3,,0.06454833461929897,0.11243532785933964,Gm10800,1.6073052,0.9447779383218986,0.983788234140979,Tbp,,0.17286101174545798,0.3167499999867615,Vps18,,0.13850705690420534,0.26483469502836327,Rin1,1.8477356,0.875646541618645,0.9971442321924543,Slpi,3.1816874,0.7795072694267828,0.9991633627226493,Gpr34,8.598172,0.6668288788595993,0.9939609951457249,Nefm,2.6901488,0.8515204161968106,0.9995783364334992,Car14,1.5338511,0.9584216047463917,0.9999339464374115,Gm15543,2.1850085,0.8909329208168457,0.9843105952508031,Ndor1,3.9605553,0.8184907351564422,0.9994566113593073,Fam46b,5.384994,0.5852133524524512,0.9003636248030243,Cep83,,0.9887296411042871,0.9983845298584233
Zfp975,,0.5183141683148245,0.6602923615310294,1600014C10Rik,,0.8979619322358159,0.9486623983813489,Gm32352,1.6737432,0.830298757349738,0.9448325037279933,Hps6,2.5202537,0.825383876261366,0.9504420393312699,F630028O10Rik,4.5929313,0.5427369201035233,0.6451796560231932,Fjx1,,0.06420849011974544,0.11189315686940501,Mphosph10,,0.9431266345132197,0.9825386338793564,Mob3b,,0.172768904068913,0.316729503759122,Gpr157,,0.1388558945514704,0.265372056286355,Flad1,1.8551582,0.8755612044756282,0.9971442321924543,Mppe1,3.3160112,0.7795072694267828,0.9991633627226493,Slc22a23,4.957014,0.6666668609338233,0.9939609951457249,Mmrn1,2.2061486,0.8515204161968106,0.9995783364334992,Hist2h2be,,0.9583721319337511,0.9999339464374115,Gm32352,1.9220963,0.8909329208168457,0.9843105952508031,Amt,3.4393008,0.8184907351564422,0.9994566113593073,Gid8,,0.5851253290189575,0.9003636248030243,Parm1,4.18199,0.988244928835733,0.9983845298584233
Col13a1,,0.5175883247644506,0.6602923615310294,1700047M11Rik,3.2489023,0.8974746077333574,0.9486134525164356,Tfeb,,0.8299700391581171,0.9448325037279933,Lat,2.2720525,0.8253768762568618,0.9504420393312699,Ccdc122,-0.24615838,0.5425101895393217,0.6451796560231932,Wdr92,,0.06418023654884505,0.11189315686940501,Ctsg,0.9651454,0.9415618988343384,0.9811696677416402,Repin1,,0.17259356240896118,0.31655632767979097,Gm14305,,0.13919245142552575,0.2657557340875648,Thpo,3.0893717,0.8747505739195343,0.9971442321924543,A430046D13Rik,5.7459745,0.7789989329659953,0.9991633627226493,Slfn3,4.2917876,0.664385537046668,0.9939609951457249,Grik2,2.6171587,0.8515204161968106,0.9995783364334992,Xirp1,1.9301044,0.9580258267452608,0.9999339464374115,Rhot1,,0.8908827194618757,0.9843105952508031,Prtn3,2.422561,0.8184907351564422,0.9994566113593073,Zdhhc13,5.9744906,0.5840035699107093,0.8992092732614148,Kbtbd7,5.897295,0.9871846361216928,0.9983845298584233
Sim2,4.6750927,0.5173992519782731,0.6602923615310294,Cntd1,4.0579777,0.8964126244556982,0.9480029754443672,Pla2g6,5.55421,0.8293384681707024,0.9448325037279933,Cdca8,2.0807176,0.8252998771237481,0.9504420393312699,Ngp,2.3272107,0.5417526045369445,0.6451796560231932,Sema6c,,0.06376078503548796,0.11121199315013364,Stfa2l1,0.98320884,0.9415618988343384,0.9811696677416402,Sox6,,0.17240521859283808,0.316359130601204,Trmt12,,0.13933070759447852,0.26588999976830274,Egln3,3.6622827,0.8739969476107508,0.9971442321924543,Pcdhga8,4.7390513,0.7786318598467608,0.9991633627226493,Lias,,0.6643708288894772,0.9939609951457249,Coa4,2.9130297,0.851066095255233,0.9995783364334992,Zfp605,3.7259235,0.9579103934395613,0.9999339464374115,Gm11627,3.0888543,0.8907823180643618,0.9843105952508031,Map3k20,,0.8179070394258254,0.9994566113593073,Serpini1,6.502296,0.5840035699107093,0.8992092732614148,Mucl1,0.6444187,0.9870028738771784,0.9983845298584233
AC123870.1,,0.5171926319293262,0.6602923615310294,Foxred1,,0.8957692776828581,0.9475786359055964,Rab29,,0.8291709270135519,0.9448325037279933,Gm49336,,0.8251668825800018,0.9504420393312699,Fam89b,,0.5408467869591324,0.6444061869583086,Tbrg4,,0.06367498419820068,0.11111185383493423,Gm5483,1.0498966,0.9415618988343384,0.9811696677416402,Mfap4,,0.17189789511051612,0.31557615453215765,Rab3ip,,0.14040143226135407,0.26754196975216155,Ms4a4b,1.8533406,0.8738263310834838,0.9971442321924543,Gm20075,3.679839,0.777615607607074,0.9991633627226493,Pxmp4,,0.6642678754083982,0.9939609951457249,Atpaf1,,0.850806505472339,0.9995783364334992,2310047D07Rik,2.1102583,0.95758058886621,0.9999339464374115,Lzts1,3.3154187,0.8901464832797482,0.9843105952508031,Rrp36,,0.8177773429598184,0.9994566113593073,Camk2a,6.3984427,0.5840035699107093,0.8992092732614148,Trpt1,4.990277,0.9859123149069378,0.9978952160707925
Fam96a,,0.5167751261552171,0.6602923615310294,Igfn1,1.0611904,0.8947388166414307,0.946876606419289,Gm36495,1.7893538,0.8287392221630872,0.9448325037279933,Rdh14,,0.8244459995849757,0.9504420393312699,Tesc,6.0044,0.5401162152035048,0.6439277692069808,Tst,6.497738,0.0636391321406895,0.11109882390662744,Zfp54,1.75805,0.9410223867938402,0.9811696677416402,Unc5b,,0.17163156153154246,0.3152350689040156,Kcnj12,,0.14056236776932454,0.2677183004618668,Itgb6,1.9846412,0.8738263310834838,0.9971442321924543,Bag4,9.257051,0.7773051618685558,0.9991633627226493,Dhx37,3.279807,0.6642531682853394,0.9939609951457249,Hmgcs2,4.3336315,0.8506767166421544,0.9995783364334992,Cebpzos,,0.957382709603961,0.9999339464374115,Nmnat1,4.3262033,0.8896278282621121,0.9843105952508031,Fhl5,3.4931436,0.8169128274869699,0.9994566113593073,Cacna1c,5.4702106,0.5827949530479464,0.8987625871669276,Ccl1,0.81238055,0.9858214361528491,0.9978952160707925
Tmem117,,0.5141159943585485,0.6573421748694332,Gfra3,1.3096032,0.8946139243069104,0.946876606419289,Top1mt,4.462572,0.828610365061038,0.9448325037279933,Cd3g,1.8912224,0.8238092261207899,0.9504420393312699,Dgkg,3.9770908,0.5386630087996374,0.6423909251803109,Ccl9,,0.0633001443753362,0.1105563431883382,Fam160b1,,0.9406986925438858,0.9811696677416402,H2-Aa,,0.17129581112685643,0.3147661055166742,Nudcd2,,0.1411551337421162,0.26866897636633247,Fgfbp1,1.9451262,0.8738263310834838,0.9971442321924543,Gm11747,3.3284075,0.7771217333680154,0.9991633627226493,Tuba1c,,0.6642531682853394,0.9939609951457249,Pfkfb1,2.8981209,0.8503198182286537,0.9995783364334992,Ears2,3.1355863,0.9568550444435362,0.9999339464374115,Anks1b,2.0750632,0.889611098240359,0.9843105952508031,Gm7334,3.6975684,0.8169128274869699,0.9994566113593073,2900076A07Rik,6.3518896,0.5827949530479464,0.8987625871669276,Xcl1,0.7046616,0.9858214361528491,0.9978952160707925
Bcas3,,0.512605317491799,0.6560945757563446,Gzmb,1.2911237,0.8946014352170916,0.946876606419289,Map2k6,,0.8284364152892508,0.9448325037279933,Slc25a20,,0.8218436593542304,0.9496400109296729,Ebf4,7.0405364,0.5386630087996374,0.6423909251803109,Akr1b10,,0.06320865698643342,0.11044584082361626,Nav2,,0.9388106730333514,0.97986799313401,Casq2,,0.17120868373543274,0.3147537755474325,Polr3c,,0.14119879519303677,0.26866897636633247,Cdkn2a,2.1469774,0.8738263310834838,0.9971442321924543,Thpo,3.7811646,0.7771217333680154,0.9991633627226493,1110032A03Rik,,0.6638267179770273,0.9939609951457249,Rnf8,,0.8497683082947118,0.9995783364334992,Ly6d,1.079701,0.9560965589567256,0.9999339464374115,Mrpl12,,0.8892263213231111,0.9843105952508031,Gm17281,3.0864851,0.8169128274869699,0.9994566113593073,Tex2,,0.582048392254267,0.8983191669097795,Zkscan1,,0.9856396791977868,0.9978952160707925
Gm13861,,0.5114902192031109,0.6548870866667101,Olfr889,1.4135048,0.89435165891153,0.946876606419289,Il2rb,2.3437347,0.8282367055564547,0.9448325037279933,A630019I02Rik,1.7956254,0.8208857626778446,0.9496400109296729,Mrnip,6.9781585,0.5383403405025153,0.6423909251803109,Ly86,,0.06263894906631573,0.10949926156568099,Trdc,1.02928,0.9381310696450362,0.9796811650455368,Dph5,2.7300549,0.1703652693815233,0.3134977265440913,Cars2,,0.14159659153649112,0.2692949753517135,Rab3a,,0.8729306907515753,0.9971442321924543,Gm10827,3.2012577,0.7771217333680154,0.9991633627226493,Gm44386,5.329869,0.6635032765541191,0.9939609951457249,Tnfrsf18,2.59095,0.8493628331634909,0.9995783364334992,Lrrc2,3.7069242,0.9559316760440553,0.9999339464374115,Gria4,2.2584062,0.888808115143975,0.9843105952508031,Ly6c2,3.428216,0.8169128274869699,0.9994566113593073,Lmnb2,5.9127684,0.5815875044837209,0.8979619299997174,Prune1,5.6262455,0.9856093864441526,0.9978952160707925
